query_id	subject_id	n_of_mismatches	e_value	bit_score	name	gene	number1	cog	involve	mission	bacteria	NC_000964	medium	locus	gene_ontology	p
BOLPKDDJ_00593	DEG10510048	0	0.0	1369.0	DEG1051	dnaG	Protein_ID: AAG03966.1	-	-	DNA primase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0577	-	-
BOLPKDDJ_00595	DEG10510049	0	2e-46	137.0	DEG1051	rpsU	Protein_ID: AAG03968.1	-	-	30S ribosomal protein S21	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0579	-	-
BOLPKDDJ_00596	DEG10510050	0	0.0	694.0	DEG1051	gcp	Protein_ID: AAG03969.1	-	-	O-sialoglycoprotein endopeptidase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0580	-	-
BOLPKDDJ_00598	DEG10510051	1	7.66e-83	233.0	DEG1051	folB	Protein_ID: AAG03971.1	-	-	dihydroneopterin aldolase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0582	-	-
BOLPKDDJ_00599	DEG10510429	84	9.68e-15	63.2	DEG1051	folK	Protein_ID: AAG08114.1	-	-	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA4728	-	-
BOLPKDDJ_00609	DEG10510052	0	0.0	657.0	DEG1051	pdxA	Protein_ID: AAG03982.1	-	-	pyridoxal phosphate biosynthetic protein PdxA	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0593	-	-
BOLPKDDJ_00610	DEG10510053	0	0.0	870.0	DEG1051	surA	Protein_ID: AAG03983.1	-	-	peptidyl-prolyl cis-trans isomerase SurA	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0594	-	-
BOLPKDDJ_00611	DEG10510054	0	0.0	1908.0	DEG1051	ostA	Protein_ID: AAG03984.1	-	-	organic solvent tolerance protein OstA precursor	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0595	-	-
BOLPKDDJ_00613	DEG10510507	148	1.38e-07	45.4	DEG1051	rmlA	Protein_ID: AAG08548.1	-	-	glucose-1-phosphate thymidylyltransferase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA5163	-	-
BOLPKDDJ_00617	DEG10510160	73	5.35e-10	52.4	DEG1051	-	Protein_ID: AAG06186.1	-	-	probable two-component response regulator	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA2798	-	-
BOLPKDDJ_00619	DEG10510181	130	1.85e-37	129.0	DEG1051	-	Protein_ID: AAG06375.1	-	-	probable ATP-binding component of ABC transporter	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA2987	-	-
BOLPKDDJ_00623	DEG10510055	0	3.12e-167	454.0	DEG1051	rpe	Protein_ID: AAG03996.1	-	-	ribulose-phosphate 3-epimerase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0607	-	-
BOLPKDDJ_00625	DEG10510056	0	0.0	1001.0	DEG1051	trpE	Protein_ID: AAG03998.1	-	-	anthranilate synthetase component I	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0609	-	-
BOLPKDDJ_00627	DEG10510057	0	0.0	525.0	DEG1051	prtR	Protein_ID: AAG04000.1	-	-	transcriptional regulator PrtR	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0611	-	-
BOLPKDDJ_00629	DEG10510058	0	4.06e-43	128.0	DEG1051	ptrB	Protein_ID: AAG04001.1	-	-	repressor, PtrB	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0612	-	-
BOLPKDDJ_00665	DEG10510444	91	3.01e-12	58.9	DEG1051	carA	Protein_ID: AAG08144.1	-	-	carbamoyl-phosphate synthase small chain	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA4758	-	-
BOLPKDDJ_00666	DEG10510059	0	0.0	707.0	DEG1051	trpD	Protein_ID: AAG04039.1	-	-	anthranilate phosphoribosyltransferase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0650	-	-
BOLPKDDJ_00667	DEG10510060	0	0.0	549.0	DEG1051	trpC	Protein_ID: AAG04040.1	-	-	indole-3-glycerol-phosphate synthase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0651	-	-
BOLPKDDJ_00671	DEG10510061	0	5.38e-162	441.0	DEG1051	-	Protein_ID: AAG04044.1	-	-	hypothetical protein	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0655	-	-
BOLPKDDJ_00673	DEG10510441	155	3.0299999999999996e-23	97.4	DEG1051	ftsH	Protein_ID: AAG08137.1	-	-	cell division protein FtsH	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA4751	-	-
BOLPKDDJ_00674	DEG10510172	122	1.59e-20	82.4	DEG1051	fabG	Protein_ID: AAG06355.1	-	-	3-oxoacyl-[acyl-carrier-protein] reductase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA2967	-	-
BOLPKDDJ_00677	DEG10510062	0	5.62e-102	283.0	DEG1051	-	Protein_ID: AAG04050.1	-	-	conserved hypothetical protein	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0661	-	-
BOLPKDDJ_00678	DEG10510063	0	0.0	695.0	DEG1051	argC	Protein_ID: AAG04051.1	-	-	N-acetyl-gamma-glutamyl-phosphate reductase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0662	-	-
BOLPKDDJ_00681	DEG10510064	0	1.32e-84	237.0	DEG1051	-	Protein_ID: AAG04054.1	-	-	conserved hypothetical protein	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0665	-	-
BOLPKDDJ_00690	DEG10510240	638	8.18e-120	390.0	DEG1051	dnaE	Protein_ID: AAG07028.1	-	-	DNA polymerase III, alpha chain	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA3640	-	-
BOLPKDDJ_00715	DEG10510083	133	4.13e-24	95.9	DEG1051	tolQ	Protein_ID: AAG04358.1	-	-	TolQ protein	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0969	-	-
BOLPKDDJ_00716	DEG10510084	81	2.1e-14	60.8	DEG1051	tolR	Protein_ID: AAG04359.1	-	-	TolR protein	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0970	-	-
BOLPKDDJ_00721	DEG10510053	61	3.32e-12	60.8	DEG1051	surA	Protein_ID: AAG03983.1	-	-	peptidyl-prolyl cis-trans isomerase SurA	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0594	-	-
BOLPKDDJ_00721	DEG10510053	86	6.01e-10	53.9	DEG1051	surA	Protein_ID: AAG03983.1	-	-	peptidyl-prolyl cis-trans isomerase SurA	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0594	-	-
BOLPKDDJ_00727	DEG10510395	281	1.52e-43	154.0	DEG1051	gatA	Protein_ID: AAG07871.1	-	-	Glu-tRNA(Gln) amidotransferase subunit A	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA4483	-	-
BOLPKDDJ_00728	DEG10510482	174	1.97e-59	186.0	DEG1051	wapR	Protein_ID: AAG08385.1	-	-	alpha-1,3-rhamnosyltransferase WapR	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA5000	-	-
BOLPKDDJ_00786	DEG10510160	79	9.21e-14	63.9	DEG1051	-	Protein_ID: AAG06186.1	-	-	probable two-component response regulator	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA2798	-	-
BOLPKDDJ_00789	DEG10510066	0	0.0	627.0	DEG1051	-	Protein_ID: AAG04148.1	-	-	conserved hypothetical protein	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0759	-	-
BOLPKDDJ_00792	DEG10510114	312	6.01e-65	216.0	DEG1051	sdhA	Protein_ID: AAG04972.1	-	-	succinate dehydrogenase (A subunit)	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA1583	-	-
BOLPKDDJ_00794	DEG10510067	0	3.71e-142	389.0	DEG1051	mucA	Protein_ID: AAG04152.1	-	-	anti-sigma factor MucA	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0763	-	-
BOLPKDDJ_00798	DEG10510343	89	3.13e-24	101.0	DEG1051	fusA1	Protein_ID: AAG07654.1	-	-	elongation factor G	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA4266	-	-
BOLPKDDJ_00798	DEG10510343	145	5.36e-11	59.3	DEG1051	fusA1	Protein_ID: AAG07654.1	-	-	elongation factor G	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA4266	-	-
BOLPKDDJ_00799	DEG10510068	0	0.0	577.0	DEG1051	lepB	Protein_ID: AAG04157.1	-	-	signal peptidase I	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0768	-	-
BOLPKDDJ_00801	DEG10510069	0	4.3699999999999995e-171	464.0	DEG1051	rnc	Protein_ID: AAG04159.1	-	-	ribonuclease III	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0770	-	-
BOLPKDDJ_00802	DEG10510070	0	0.0	626.0	DEG1051	era	Protein_ID: AAG04160.1	-	-	GTP-binding protein Era	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0771	-	-
BOLPKDDJ_00804	DEG10510071	0	0.0	492.0	DEG1051	pdxJ	Protein_ID: AAG04162.1	-	-	pyridoxal phosphate biosynthetic protein PdxJ	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0773	-	-
BOLPKDDJ_00805	DEG10510219	75	6.06e-07	43.9	DEG1051	ubiG	Protein_ID: AAG06559.1	-	-	3-demethylubiquinone-9 3-methyltransferase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA3171	-	-
BOLPKDDJ_00826	DEG10510196	240	1.1100000000000001e-21	93.6	DEG1051	leuC	Protein_ID: AAG06509.1	-	-	3-isopropylmalate dehydratase large subunit	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA3121	-	-
BOLPKDDJ_00827	DEG10510111	239	2.35e-56	185.0	DEG1051	gltA	Protein_ID: AAG04969.1	-	-	citrate synthase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA1580	-	-
BOLPKDDJ_00830	DEG10510219	82	7.71e-06	39.7	DEG1051	ubiG	Protein_ID: AAG06559.1	-	-	3-demethylubiquinone-9 3-methyltransferase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA3171	-	-
BOLPKDDJ_00836	DEG10510477	139	8.46e-10	52.4	DEG1051	-	Protein_ID: AAG08377.1	-	-	hypothetical protein	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA4992	-	-
BOLPKDDJ_00866	DEG10510087	73	2.19e-16	68.9	DEG1051	oprL	Protein_ID: AAG04362.1	-	-	Peptidoglycan associated lipoprotein OprL precursor	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0973	-	-
BOLPKDDJ_00875	DEG10510486	139	1.97e-08	49.7	DEG1051	waaG	Protein_ID: AAG08395.1	-	-	UDP-glucose:(heptosyl) LPS alpha 1,3-glucosyltransferase WaaG	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA5010	-	-
BOLPKDDJ_00887	DEG10510519	177	4.86e-07	45.8	DEG1051	argH	Protein_ID: AAG08648.1	-	-	argininosuccinate lyase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA5263	-	-
BOLPKDDJ_00890	DEG10510385	43	2.64e-07	39.3	DEG1051	-	Protein_ID: AAG07839.1	-	-	conserved hypothetical protein	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA4451	-	-
BOLPKDDJ_00893	DEG10510479	313	7.44e-68	226.0	DEG1051	msbA	Protein_ID: AAG08382.1	-	-	transport protein MsbA	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA4997	-	-
BOLPKDDJ_00904	DEG10510198	217	4.27e-114	333.0	DEG1051	-	Protein_ID: AAG06527.1	-	-	probable amino acid aminotransferase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA3139	-	-
BOLPKDDJ_00908	DEG10510073	0	5.39e-65	185.0	DEG1051	-	Protein_ID: AAG04263.1	-	-	hypothetical protein	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0874	-	-
BOLPKDDJ_00926	DEG10510181	113	5.790000000000001e-37	125.0	DEG1051	-	Protein_ID: AAG06375.1	-	-	probable ATP-binding component of ABC transporter	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA2987	-	-
BOLPKDDJ_00929	DEG10510034	246	6.86e-39	140.0	DEG1051	bioA	Protein_ID: AAG03809.1	-	-	adenosylmethionine-8-amino-7-oxononanoate aminotransferase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0420	-	-
BOLPKDDJ_00937	DEG10510074	0	0.0	1782.0	DEG1051	alaS	Protein_ID: AAG04292.1	-	-	alanyl-tRNA synthetase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0903	-	-
BOLPKDDJ_00938	DEG10510075	0	0.0	832.0	DEG1051	lysC	Protein_ID: AAG04293.1	-	-	aspartate kinase alpha and beta chain	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0904	-	-
BOLPKDDJ_00939	DEG10510076	0	4.26e-41	122.0	DEG1051	rsmA	Protein_ID: AAG04294.1	-	-	RsmA, regulator of secondary metabolites	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0905	-	-
BOLPKDDJ_00943	DEG10510077	0	0.0	490.0	DEG1051	-	Protein_ID: AAG04295.1	-	-	probable transcriptional regulator	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0906	-	-
BOLPKDDJ_00965	DEG10510104	112	3.35e-20	84.7	DEG1051	pdxB	Protein_ID: AAG04764.1	-	-	erythronate-4-phosphate dehydrogenase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA1375	-	-
BOLPKDDJ_00966	DEG10510160	72	1e-07	49.3	DEG1051	-	Protein_ID: AAG06186.1	-	-	probable two-component response regulator	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA2798	-	-
BOLPKDDJ_00967	DEG10510160	63	1.9e-14	66.2	DEG1051	-	Protein_ID: AAG06186.1	-	-	probable two-component response regulator	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA2798	-	-
BOLPKDDJ_00983	DEG10510078	0	2.51e-165	449.0	DEG1051	purN	Protein_ID: AAG04333.1	-	-	phosphoribosylaminoimidazole synthetase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0944	-	-
BOLPKDDJ_00984	DEG10510079	0	0.0	714.0	DEG1051	purM	Protein_ID: AAG04334.1	-	-	phosphoribosylaminoimidazole synthetase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0945	-	-
BOLPKDDJ_00986	DEG10510080	0	1.2199999999999999e-174	474.0	DEG1051	-	Protein_ID: AAG04336.1	-	-	conserved hypothetical protein	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0947	-	-
BOLPKDDJ_00993	DEG10510515	36	3.71e-06	38.1	DEG1051	trxA	Protein_ID: AAG08625.1	-	-	thioredoxin	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA5240	-	-
BOLPKDDJ_00996	DEG10510081	0	0.0	1171.0	DEG1051	proS	Protein_ID: AAG04345.1	-	-	prolyl-tRNA synthetase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0956	-	-
BOLPKDDJ_01004	DEG10510082	0	0.0	1204.0	DEG1051	aspS	Protein_ID: AAG04352.1	-	-	aspartyl-tRNA synthetase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0963	-	-
BOLPKDDJ_01010	DEG10510083	0	1.02e-173	471.0	DEG1051	tolQ	Protein_ID: AAG04358.1	-	-	TolQ protein	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0969	-	-
BOLPKDDJ_01011	DEG10510084	0	3.63e-107	296.0	DEG1051	tolR	Protein_ID: AAG04359.1	-	-	TolR protein	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0970	-	-
BOLPKDDJ_01012	DEG10510085	0	0.0	669.0	DEG1051	tolA	Protein_ID: AAG04360.1	-	-	TolA protein	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0971	-	-
BOLPKDDJ_01013	DEG10510086	0	0.0	879.0	DEG1051	tolB	Protein_ID: AAG04361.1	-	-	TolB protein	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0972	-	-
BOLPKDDJ_01014	DEG10510087	0	9.870000000000001e-125	342.0	DEG1051	oprL	Protein_ID: AAG04362.1	-	-	Peptidoglycan associated lipoprotein OprL precursor	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0973	-	-
BOLPKDDJ_01019	DEG10510088	0	6.1e-79	222.0	DEG1051	-	Protein_ID: AAG04366.1	-	-	hypothetical protein	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0977	-	-
BOLPKDDJ_01042	DEG10510056	198	1.5e-71	231.0	DEG1051	trpE	Protein_ID: AAG03998.1	-	-	anthranilate synthetase component I	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0609	-	-
BOLPKDDJ_01043	DEG10510268	129	1.17e-14	65.9	DEG1051	guaA	Protein_ID: AAG07156.1	-	-	GMP synthase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA3769	-	-
BOLPKDDJ_01045	DEG10510089	0	0.0	729.0	DEG1051	nadA	Protein_ID: AAG04393.1	-	-	quinolinate synthetase A	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA1004	-	-
BOLPKDDJ_01047	DEG10510110	38	5.63e-22	76.3	DEG1051	-	Protein_ID: AAG04953.1	-	-	conserved hypothetical protein	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA1564	-	-
BOLPKDDJ_01051	DEG10510090	0	0.0	599.0	DEG1051	dapA	Protein_ID: AAG04399.1	-	-	dihydrodipicolinate synthase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA1010	-	-
BOLPKDDJ_01054	DEG10510091	0	1.71e-177	481.0	DEG1051	purC	Protein_ID: AAG04402.1	-	-	phosphoribosylaminoimidazole-succinocarboxamide synthase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA1013	-	-
BOLPKDDJ_01056	DEG10510482	188	7.69e-46	151.0	DEG1051	wapR	Protein_ID: AAG08385.1	-	-	alpha-1,3-rhamnosyltransferase WapR	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA5000	-	-
BOLPKDDJ_01060	DEG10510120	161	7.85e-08	48.5	DEG1051	sucD	Protein_ID: AAG04978.1	-	-	succinyl-CoA synthetase alpha chain	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA1589	-	-
BOLPKDDJ_01067	DEG10510172	146	8.57e-32	113.0	DEG1051	fabG	Protein_ID: AAG06355.1	-	-	3-oxoacyl-[acyl-carrier-protein] reductase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA2967	-	-
BOLPKDDJ_01085	DEG10510360	7	2.8e-06	40.4	DEG1051	secA	Protein_ID: AAG07791.1	-	-	secretion protein SecA	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA4403	-	-
BOLPKDDJ_01087	DEG10510087	61	6.22e-14	61.6	DEG1051	oprL	Protein_ID: AAG04362.1	-	-	Peptidoglycan associated lipoprotein OprL precursor	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0973	-	-
BOLPKDDJ_01094	DEG10510087	60	1.48e-06	42.0	DEG1051	oprL	Protein_ID: AAG04362.1	-	-	Peptidoglycan associated lipoprotein OprL precursor	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0973	-	-
BOLPKDDJ_01095	DEG10510092	0	1.7600000000000001e-161	439.0	DEG1051	pdxH	Protein_ID: AAG04438.1	-	-	pyridoxine 5'-phosphate oxidase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA1049	-	-
BOLPKDDJ_01101	DEG10510093	0	0.0	1803.0	DEG1051	-	Protein_ID: AAG04443.1	-	-	probable NADH dehydrogenase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA1054	-	-
BOLPKDDJ_01102	DEG10510094	0	4.46e-76	215.0	DEG1051	-	Protein_ID: AAG04444.1	-	-	conserved hypothetical protein	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA1055	-	-
BOLPKDDJ_01103	DEG10510095	0	0.0	939.0	DEG1051	-	Protein_ID: AAG04445.1	-	-	probable NADH dehydrogenase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA1056	-	-
BOLPKDDJ_01105	DEG10510096	0	3.91e-58	168.0	DEG1051	-	Protein_ID: AAG04447.1	-	-	conserved hypothetical protein	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA1058	-	-
BOLPKDDJ_01106	DEG10510097	0	5.989999999999999e-81	228.0	DEG1051	-	Protein_ID: AAG04448.1	-	-	conserved hypothetical protein	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA1059	-	-
BOLPKDDJ_01117	DEG10510389	150	3.61e-38	127.0	DEG1051	-	Protein_ID: AAG07849.1	-	-	probable ATP-binding component of ABC transporter	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA4461	-	-
BOLPKDDJ_01118	DEG10510389	160	5.83e-39	130.0	DEG1051	-	Protein_ID: AAG07849.1	-	-	probable ATP-binding component of ABC transporter	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA4461	-	-
