query_id	subject_id	n_of_mismatches	e_value	bit_score	name	gene	number1	cog	involve	mission	bacteria	NC_000964	medium	locus	gene_ontology	p
OHDNGLAN_00255	DEG10050511	1	1.5500000000000002e-57	166.0	DEG1005	HI1413	16273320	-	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021	P44185
OHDNGLAN_00258	DEG10050510	7	0.0	790.0	DEG1005	HI1410	16273317	COG1783R	-	terminase large subunit-like protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0006323	P44184
OHDNGLAN_00259	DEG10050509	12	0.0	861.0	DEG1005	HI1409	16273316	COG3567S	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	-	P44183
OHDNGLAN_00263	DEG10050507	5	0.0	558.0	DEG1005	trpH	16273309	COG0613R	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0003677 GO:0003887	P44176
OHDNGLAN_00264	DEG10050506	3	8.31e-151	411.0	DEG1005	HI1399	16273308	-	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	-	P44175
OHDNGLAN_00265	DEG10050505	5	0.0	954.0	DEG1005	fumC	16273307	COG0114C	-	fumarate hydratase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0045239 GO:0004333 GO:0006106 GO:0006099	P71384
OHDNGLAN_00267	DEG10050521	9	1.57e-29	100.0	DEG1005	usg/usg1	16273338	COG0136E	-	aspartate-semialdehyde dehydrogenase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0004073 GO:0051287 GO:0050661 GO:0009097 GO:0009089 GO:0009086 GO:0009088	P45201
OHDNGLAN_00268	DEG10050504	3	3.5999999999999996e-106	294.0	DEG1005	holC	16273306	COG2927L	-	DNA polymerase III subunit chi	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0003677 GO:0003887	P43749
OHDNGLAN_00271	DEG10050503	16	2.99e-62	180.0	DEG1005	HI1394	16273304	COG3097S	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	-	P44172
OHDNGLAN_00273	DEG10050502	11	0.0	1954.0	DEG1005	valS	16273301	COG0525J	-	valyl-tRNA synthetase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0002161 GO:0005524 GO:0004832 GO:0006438	P43834
OHDNGLAN_00276	DEG10050501	23	0.0	630.0	DEG1005	trpD	16273299	COG0547E	-	anthranilate phosphoribosyltransferase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0004048 GO:0000287 GO:0000162	P43858
OHDNGLAN_00278	DEG10050500	7	6.08e-142	388.0	DEG1005	trpG	16273297	COG0512EH	-	anthranilate synthase component II	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0004049 GO:0006541 GO:0000162	P71381
OHDNGLAN_00279	DEG10050115	230	7.82e-11	58.2	DEG1005	menF	16272240	COG1169HQ	-	menaquinone-specific isochorismate synthase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0008909 GO:0009234	P44613
OHDNGLAN_00280	DEG10050499	23	2.3300000000000003e-77	227.0	DEG1005	HI1386	16273295	-	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	-	P44171
OHDNGLAN_00286	DEG10050424	142	7.48e-38	128.0	DEG1005	artP	16273102	COG4161E	-	arginine transporter ATP-binding subunit	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005886 GO:0005524 GO:0016887 GO:0006865	P45092
OHDNGLAN_00287	DEG10050626	148	5.3999999999999995e-34	116.0	DEG1005	ygiX	16273595	COG0745TK	-	transcriptional regulatory protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0003677 GO:0000160 GO:0006355 GO:0006351	P45337
OHDNGLAN_00291	DEG10050498	8	0.0	589.0	DEG1005	HI1375	16273286	COG3586S	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	-	P44169
OHDNGLAN_00292	DEG10050497	29	0.0	3025.0	DEG1005	mukB	16273285	COG3096D	-	cell division protein MukB	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0009295 GO:0005524 GO:0003677 GO:0007049 GO:0051301 GO:0030261 GO:0007059 GO:0006260	P45187
OHDNGLAN_00293	DEG10050496	6	1.4699999999999999e-176	480.0	DEG1005	mukE/kicA	16273284	COG3095D	-	condesin subunit E	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0007049 GO:0051301 GO:0030261 GO:0007059 GO:0006260	P45186
OHDNGLAN_00295	DEG10050375	178	2.78e-20	84.0	DEG1005	HinDVM	16272974	COG0270L	-	modification methylase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0003886 GO:0003677 GO:0009307	P45000
OHDNGLAN_00298	DEG10050495	4	8.250000000000001e-79	222.0	DEG1005	HI1371	16273281	COG2920P	-	desulfoviridin gamma subunit	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0016740	P45184
OHDNGLAN_00301	DEG10050494	10	0.0	1887.0	DEG1005	pqqL	16273278	COG0612R	-	zinc protease	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0046872 GO:0004222	P45181
OHDNGLAN_00302	DEG10050493	2	0.0	1339.0	DEG1005	thrS	16273277	COG0441J	-	threonyl-tRNA synthetase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0005524 GO:0046872 GO:0004829 GO:0006435	P43014
OHDNGLAN_00303	DEG10050492	3	4.84e-141	386.0	DEG1005	acpD	16273276	COG1182I	-	acyl carrier protein phosphodiesterase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0009055 GO:0010181 GO:0008752 GO:0016652 GO:0016661	P43013
OHDNGLAN_00304	DEG10050491	12	0.0	1787.0	DEG1005	topA	16273275	COG0550L	-	DNA topoisomerase I	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005694 GO:0003677 GO:0003917 GO:0003918 GO:0000287 GO:0006265	P43012
OHDNGLAN_00305	DEG10050490	0	0.0	582.0	DEG1005	HI1364	16273274	COG0583K	-	transcriptional regulator	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0003677 GO:0003700 GO:0006351	P43011
OHDNGLAN_00311	DEG10050489	186	2.9e-12	63.9	DEG1005	glgB	16273267	COG0296G	-	glycogen branching enzyme	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0003844 GO:0043169 GO:0004553 GO:0005978	P45177
OHDNGLAN_00312	DEG10050489	14	0.0	1496.0	DEG1005	glgB	16273267	COG0296G	-	glycogen branching enzyme	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0003844 GO:0043169 GO:0004553 GO:0005978	P45177
OHDNGLAN_00313	DEG10050488	18	0.0	1399.0	DEG1005	malQ	16273266	COG1640G	-	4-alpha-glucanotransferase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0004134	P45176
OHDNGLAN_00315	DEG10050487	8	0.0	1147.0	DEG1005	glnS	16273264	COG0008J	-	glutaminyl-tRNA synthetase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0005524 GO:0004819 GO:0006425 GO:0006424	P43831
OHDNGLAN_00316	DEG10050141	281	6.47e-81	265.0	DEG1005	rne	30995373	COG1530J	-	ribonuclease E	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0009898 GO:0004521 GO:0000287 GO:0008995 GO:0003723 GO:0008270 GO:0006402 GO:0006364 GO:0008033	P44443
OHDNGLAN_00317	DEG10050339	298	1.05e-39	144.0	DEG1005	panF	16272912	COG4145H	-	sodium/panthothenate symporter	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0005886 GO:0015233 GO:0031402 GO:0015081 GO:0015293 GO:0071436	P44963
OHDNGLAN_00318	DEG10050329	76	4.76e-09	50.8	DEG1005	HI0912	16272849	COG2226H	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0008168	P44074
OHDNGLAN_00319	DEG10050486	6	0.0	593.0	DEG1005	cdd	16273260	COG0295F	-	cytidine deaminase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0004126 GO:0008270	P44325
OHDNGLAN_00320	DEG10050485	0	3.1000000000000003e-121	333.0	DEG1005	HI1349	16273259	COG0783P	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0008199 GO:0016722 GO:0006879 GO:0006950	P45173
OHDNGLAN_00321	DEG10050484	2	1.46e-142	398.0	DEG1005	pepT	16273258	COG2195E	-	peptidase T	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0008237 GO:0045148 GO:0008270 GO:0006518	P45172
OHDNGLAN_00322	DEG10050484	2	2.65e-152	423.0	DEG1005	pepT	16273258	COG2195E	-	peptidase T	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0008237 GO:0045148 GO:0008270 GO:0006518	P45172
OHDNGLAN_00323	DEG10050060	120	9.330000000000001e-88	263.0	DEG1005	afuC/fbpC	16272096	COG3842E	-	ferric transporter ATP-binding subunit	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0043190 GO:0005524 GO:0015408 GO:0055072	P44531
OHDNGLAN_00324	DEG10050061	186	7.76e-10	53.9	DEG1005	afuB	16272097	COG1178P	-	ferric transport system permease-like protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0005886 GO:0006811 GO:0055072	Q57341
OHDNGLAN_00326	DEG10050163	167	4.740000000000001e-109	318.0	DEG1005	potD-A/potD	30995379	COG0687E	-	spermidine/putrescine ABC transporter periplasmic-binding protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0042597 GO:0019808 GO:0015846	P44731
OHDNGLAN_00327	DEG10050464	14	0.0	1292.0	DEG1005	uup-A	16273212	COG0488R	-	ABC transporter ATPase component	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005524 GO:0016887 GO:0006810	Q57242
OHDNGLAN_00329	DEG10050463	2	1.98e-166	453.0	DEG1005	HI1298	16273211	COG1346M	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0005886	P45146
OHDNGLAN_00332	DEG10050462	11	0.0	790.0	DEG1005	csd	30995438	COG0520E	-	NifS	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0031071 GO:0030170	Q57476
OHDNGLAN_00335	DEG10050461	6	0.0	572.0	DEG1005	queF	16273205	COG2904S	-	7-cyano-7-deazaguanine reductase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0046857 GO:0033739 GO:0008616	P44153
OHDNGLAN_00337	DEG10050460	6	0.0	584.0	DEG1005	truB	16273203	COG0130J	-	tRNA pseudouridine synthase B	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0009982 GO:0003723 GO:0031119	P45142
OHDNGLAN_00339	DEG10050459	33	0.0	1092.0	DEG1005	hsdM	30995437	COG0286V	-	type I modification enzyme	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0003677 GO:0008170 GO:0009007 GO:0009307	Q57168
OHDNGLAN_00342	DEG10050458	71	0.0	2027.0	DEG1005	hsdR	16273199	COG0610V	-	type I restriction enzyme	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005524 GO:0003677 GO:0009035 GO:0009307	O05052
OHDNGLAN_00343	DEG10050236	152	3.15e-12	64.3	DEG1005	selB	16272649	COG3276J	-	selenocysteine-specific elongation factor	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0005525 GO:0003924 GO:0003746 GO:0001514	P43927
OHDNGLAN_00345	DEG10050457	2	2.5400000000000003e-110	305.0	DEG1005	HI1282	30995436	COG0779S	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0042254	P45138
OHDNGLAN_00359	DEG10050508	10	2.3399999999999997e-67	216.0	DEG1005	yhxB	16273312	-	-	tail fibre protein/phosphomannomutase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	-	P44178
OHDNGLAN_00392	DEG10050456	5	5.8300000000000004e-167	454.0	DEG1005	HI1278	16273193	COG0778C	-	NAD(P)H-flavin oxidoreductase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016491	Q57431
OHDNGLAN_00394	DEG10050455	6	0.0	1410.0	DEG1005	metG	16273191	COG0143J	-	methionyl-tRNA synthetase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0005524 GO:0046872 GO:0004825 GO:0000049 GO:0006431	P43828
OHDNGLAN_00395	DEG10050454	3	0.0	592.0	DEG1005	tehB	16273190	COG3615P	-	tellurite resistance protein TehB	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0008757 GO:0046690	P45134
OHDNGLAN_00404	DEG10050453	4	0.0	603.0	DEG1005	accD	16273178	COG0777I	-	acetyl-CoA carboxylase subunit beta	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0009317 GO:0003989 GO:0005524 GO:0008270 GO:0006633 GO:2001295	P43778
OHDNGLAN_00406	DEG10050452	20	0.0	2311.0	DEG1005	mfd	16273176	COG1197LK	-	transcription-repair coupling factor	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0005524 GO:0003684 GO:0004386 GO:0006355 GO:0000716	P45128
OHDNGLAN_00408	DEG10050451	12	7.4e-101	299.0	DEG1005	HI1256	16273175	COG1444R	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	-	-
OHDNGLAN_00410	DEG10050464	336	3.3e-86	275.0	DEG1005	uup-A	16273212	COG0488R	-	ABC transporter ATPase component	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005524 GO:0016887 GO:0006810	Q57242
OHDNGLAN_00410	DEG10050464	151	1.79e-23	99.0	DEG1005	uup-A	16273212	COG0488R	-	ABC transporter ATPase component	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005524 GO:0016887 GO:0006810	Q57242
OHDNGLAN_00413	DEG10050450	0	7.37e-157	427.0	DEG1005	HI1249	16273168	COG3683R	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	-	P44137
OHDNGLAN_00414	DEG10050449	5	0.0	638.0	DEG1005	HI1248	16273167	COG2215R	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0005886 GO:0046872 GO:0015099 GO:0006824	P44136
OHDNGLAN_00416	DEG10050448	4	0.0	1375.0	DEG1005	uvrB	16273166	COG0556L	-	excinuclease ABC subunit B	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0005524 GO:0003677 GO:0009381 GO:0004386 GO:0006289 GO:0009432	P45125
OHDNGLAN_00417	DEG10050447	3	0.0	1333.0	DEG1005	HI1246	16273165	COG1368M	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0005886 GO:0008484	P44135
OHDNGLAN_00418	DEG10050446	5	0.0	1536.0	DEG1005	maeB	16273164	COG0281C	-	malic enzyme	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005829 GO:0004471 GO:0004473 GO:0030145 GO:0051287 GO:0008948 GO:0016746 GO:0006108	P43837
OHDNGLAN_00419	DEG10050445	8	3.19e-152	415.0	DEG1005	HI1244	16273163	COG3955M	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	-	P44134
OHDNGLAN_00420	DEG10050444	8	8.5e-174	472.0	DEG1005	rsuA	16273162	COG1187J	-	16S pseudouridylate 516 synthase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0009982 GO:0003723 GO:0001522 GO:0006364	P45124
OHDNGLAN_00421	DEG10050443	2	0.0	554.0	DEG1005	bcr	16273161	COG2814G	-	bicyclomycin/multidrug efflux system	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0005886 GO:0005215 GO:0046677 GO:0055085	P45123
OHDNGLAN_00422	DEG10050443	2	8.98e-71	211.0	DEG1005	bcr	16273161	COG2814G	-	bicyclomycin/multidrug efflux system	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0005886 GO:0005215 GO:0046677 GO:0055085	P45123
OHDNGLAN_00427	DEG10050129	331	1.2e-143	426.0	DEG1005	hscA	16272321	COG0443O	-	chaperone protein HscA	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005524 GO:0016887 GO:0016226 GO:0006457	P44669
OHDNGLAN_00429	DEG10050442	2	8.42e-114	313.0	DEG1005	mgsA	16273153	COG1803G	-	methylglyoxal synthase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0008929 GO:0019242	P45120
OHDNGLAN_00430	DEG10050368	164	1.04e-08	53.1	DEG1005	tktA	16272957	COG0021G	-	transketolase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0046872 GO:0004802	P43757
OHDNGLAN_00431	DEG10050441	2	0.0	1063.0	DEG1005	aceF	16273151	COG0508C	-	dihydrolipoamide acetyltransferase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0045254 GO:0004742 GO:0006096	P45118
OHDNGLAN_00432	DEG10050440	1	0.0	959.0	DEG1005	lpdA	16273150	COG1249C	-	dihydrolipoamide dehydrogenase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0004148 GO:0050660 GO:0045454 GO:0006096	P43784
OHDNGLAN_00433	DEG10050439	0	7.74e-133	364.0	DEG1005	apt	16273149	COG0503F	-	adenine phosphoribosyltransferase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0003999 GO:0006168 GO:0044209	P43856
OHDNGLAN_00434	DEG10050150	98	7.61e-12	61.6	DEG1005	holB	16272403	COG0470L	-	DNA polymerase III subunit delta'	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0009360 GO:0008408 GO:0003677 GO:0003887	P43748
OHDNGLAN_00437	DEG10050351	134	5.11e-13	62.0	DEG1005	dnaA	16272931	COG0593L	-	chromosomal replication initiation protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0005524 GO:0003688 GO:0006270 GO:0006275	P43742
OHDNGLAN_00440	DEG10050438	0	0.0	810.0	DEG1005	HI1223	16273142	COG2956G	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0005886 GO:0046872	P44130
OHDNGLAN_00441	DEG10050437	0	5.6e-65	186.0	DEG1005	HI1222	16273141	COG3771S	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0005886	P44129
OHDNGLAN_00442	DEG10050470	49	4.2500000000000004e-21	75.1	DEG1005	ihfA/himA	16273225	COG0776L	-	integration host factor alpha-subunit	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0003677 GO:0006310 GO:0006355 GO:0006417 GO:0006351	P43723
OHDNGLAN_00443	DEG10050436	5	0.0	1085.0	DEG1005	rpsA	16273139	COG0539J	-	30S ribosomal protein S1	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005840 GO:0003723 GO:0003735 GO:0006412	Q48082
OHDNGLAN_00444	DEG10050435	4	7.95e-157	429.0	DEG1005	cmkA/cmk	30995433	COG0283F	-	cytidylate kinase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0005524 GO:0004127 GO:0006220	P43892
OHDNGLAN_00449	DEG10050471	67	2.1800000000000002e-36	119.0	DEG1005	nlpC	16273226	COG0791M	-	lipoprotein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005886 GO:0008234	Q57223
OHDNGLAN_00450	DEG10050603	9	0.0	970.0	DEG1005	tldD	30995465	COG0312R	-	predicted Zn-dependent protease	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	-	-
OHDNGLAN_00451	DEG10050604	1	0.0	580.0	DEG1005	HI1654	16273541	COG0313R	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0008168 GO:0006364	P45298
OHDNGLAN_00452	DEG10050605	20	0.0	1137.0	DEG1005	HI1655	16273542	COG3107R	-	antigen	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0031241 GO:0030234 GO:0009252 GO:0008360	P45299
OHDNGLAN_00455	DEG10050606	18	3.87e-129	356.0	DEG1005	HI1658	16273545	COG2823R	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0042597	P45301
OHDNGLAN_00456	DEG10050607	3	0.0	1568.0	DEG1005	nrdA	30995466	COG0209F	-	ribonucleotide-diphosphate reductase subunit alpha	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005524 GO:0004748 GO:0006260	P43754
OHDNGLAN_00457	DEG10050608	2	0.0	776.0	DEG1005	nrdB	16273547	COG0208F	-	ribonucleotide-diphosphate reductase subunit beta	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0046872 GO:0004748 GO:0009186 GO:0006260	P43755
OHDNGLAN_00458	DEG10050441	274	1.1999999999999998e-48	168.0	DEG1005	aceF	16273151	COG0508C	-	dihydrolipoamide acetyltransferase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0045254 GO:0004742 GO:0006096	P45118
OHDNGLAN_00461	DEG10050609	14	8.43e-177	481.0	DEG1005	HI1664	30995468	COG0084L	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016888 GO:0046872	P45305
OHDNGLAN_00483	DEG10050572	1	6.4199999999999995e-170	461.0	DEG1005	HI1603	16273493	COG1392P	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	-	P44271
OHDNGLAN_00484	DEG10050573	11	0.0	803.0	DEG1005	HI1604	16273494	COG0306P	-	phosphate permease	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0005886 GO:0005315 GO:0006817	P45268
OHDNGLAN_00485	DEG10050574	1	1.88e-148	405.0	DEG1005	HI1605	16273495	COG3103T	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021	P44272
OHDNGLAN_00486	DEG10050575	9	0.0	850.0	DEG1005	cca	16273496	COG0617J	-	multifunctional tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase/phosphatase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005524 GO:0052929 GO:0052928 GO:0052927 GO:0004112 GO:0000287 GO:0016791 GO:0004810 GO:0000049 GO:0016437 GO:0042245 GO:0001680	P45269
OHDNGLAN_00487	DEG10050576	8	1.15e-153	419.0	DEG1005	lolB	16273497	COG3017M	-	outer membrane lipoprotein LolB	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0009279 GO:0008565	P45270
OHDNGLAN_00488	DEG10050577	7	0.0	635.0	DEG1005	ispE	16273498	COG1947I	-	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0050515 GO:0005524 GO:0019288 GO:0016114	P45271
OHDNGLAN_00489	DEG10050578	2	0.0	629.0	DEG1005	prsA	16273499	COG0462FE	-	ribose-phosphate pyrophosphokinase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0005524 GO:0016301 GO:0000287 GO:0004749 GO:0006015 GO:0009165 GO:0009156	P44328
OHDNGLAN_00490	DEG10050579	4	0.0	795.0	DEG1005	tyrS	16273500	COG0162J	-	tyrosyl-tRNA synthetase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0005524 GO:0003723 GO:0004831 GO:0006437	P43836
OHDNGLAN_00492	DEG10050580	10	0.0	922.0	DEG1005	norM	16273502	COG0534V	-	multidrug efflux protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0005886 GO:0015297 GO:0015238 GO:0046677 GO:0006814	P45272
OHDNGLAN_00493	DEG10050581	4	1.91e-150	410.0	DEG1005	ribE	16273503	COG0307H	-	riboflavin synthase subunit alpha	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016491 GO:0004746 GO:0009231	P45273
OHDNGLAN_00494	DEG10050582	22	0.0	1764.0	DEG1005	pepN	16273504	COG0308E	-	aminopeptidase N	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005886 GO:0004177 GO:0008237 GO:0008270	P45274
OHDNGLAN_00498	DEG10050583	20	0.0	715.0	DEG1005	purK	16273506	COG0026F	-	phosphoribosylaminoimidazole carboxylase ATPase subunit	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0034028 GO:0005524 GO:0046872 GO:0004638 GO:0006189	P43850
OHDNGLAN_00499	DEG10050584	6	0.0	810.0	DEG1005	aspC	16273507	COG1448E	-	aromatic amino acid aminotransferase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0004069 GO:0080130 GO:0030170 GO:0009058 GO:0006520	P44425
OHDNGLAN_00500	DEG10050585	5	1.74e-147	403.0	DEG1005	HI1618	30995461	COG1122P	-	ABC transporter ATP-binding protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005524 GO:0016887 GO:0006810	P45275
OHDNGLAN_00502	DEG10050586	5	7.3e-141	386.0	DEG1005	HI1621	16273510	COG0310P	-	cobalt transport protein CbiM	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0005886 GO:0000041	P44274
OHDNGLAN_00507	DEG10050587	5	2.12e-171	466.0	DEG1005	HI1626	16273515	-	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0005886	P44278
OHDNGLAN_00508	DEG10050588	7	6.31e-81	228.0	DEG1005	HI1627	16273516	COG0251J	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	-	P71394
OHDNGLAN_00509	DEG10050589	2	1.88e-97	271.0	DEG1005	HI1628	16273517	COG3105S	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	-	P45279
OHDNGLAN_00510	DEG10050590	3	5.0100000000000005e-133	366.0	DEG1005	HI1629	30995462	COG0586S	-	DedA	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0005886	P45280
OHDNGLAN_00511	DEG10050591	3	1.08e-66	190.0	DEG1005	rplY/rpL25	16273519	COG1825J	-	50S ribosomal protein L25	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005840 GO:0008097 GO:0003735 GO:0006412	P45281
OHDNGLAN_00516	DEG10050593	4	1.69e-85	239.0	DEG1005	HI1632	16273521	COG0527E	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0004072 GO:0008652	Q57525
