query_id	subject_id	pct_identity	aln_length	n_of_mismatches	gap_openings	q_start	q_end	s_start	s_end	e_value	bit_score
OHDNGLAN_00688	DEG10050385	98.477	197	3	0	1	197	1	197	3.48e-141	387
OHDNGLAN_00690	DEG10050384	91.340	485	42	0	1	485	1	485	0.0	904
OHDNGLAN_00691	DEG10050382	99.115	113	1	0	1	113	1	113	7.30e-79	222
OHDNGLAN_00693	DEG10050217	29.078	423	277	7	169	581	142	551	3.73e-49	174
OHDNGLAN_00695	DEG10050381	98.969	97	1	0	24	120	1	97	3.67e-66	190
OHDNGLAN_00697	DEG10050380	99.380	806	5	0	1	806	1	806	0.0	1677
OHDNGLAN_00698	DEG10050379	100.000	120	0	0	1	120	1	120	3.00e-91	257
OHDNGLAN_00699	DEG10050379	98.795	83	1	0	1	83	123	205	8.57e-58	171
OHDNGLAN_00700	DEG10050378	76.703	279	65	0	1	279	1	279	1.40e-159	440
OHDNGLAN_00701	DEG10050377	99.015	203	2	0	1	203	1	203	2.17e-152	415
OHDNGLAN_00702	DEG10050376	98.795	166	2	0	1	166	1	166	1.04e-122	337
OHDNGLAN_00707	DEG10050374	99.320	294	2	0	1	294	1	294	0.0	611
OHDNGLAN_00712	DEG10050368	97.594	665	16	0	1	665	1	665	0.0	1352
OHDNGLAN_00713	DEG10050367	97.598	333	8	0	1	333	1	333	0.0	685
OHDNGLAN_00714	DEG10050366	99.535	215	1	0	1	215	1	215	1.89e-159	434
OHDNGLAN_00715	DEG10050365	95.167	538	26	0	1	538	1	538	0.0	973
OHDNGLAN_00717	DEG10050359	80.357	112	22	0	4	115	1	112	3.18e-65	188
OHDNGLAN_00718	DEG10050358	96.497	314	11	0	1	314	1	314	0.0	625
OHDNGLAN_00719	DEG10050357	97.661	171	4	0	1	171	1	171	3.42e-122	336
OHDNGLAN_00722	DEG10050356	98.009	452	9	0	1	452	10	461	0.0	892
OHDNGLAN_00723	DEG10050355	99.076	541	5	0	1	541	1	541	0.0	1106
OHDNGLAN_00725	DEG10050354	97.479	119	3	0	1	119	1	119	1.17e-83	235
OHDNGLAN_00726	DEG10050353	100.000	44	0	0	1	44	1	44	8.11e-27	85.9
OHDNGLAN_00729	DEG10050352	93.969	912	52	3	1	909	1	912	0.0	1769
OHDNGLAN_00730	DEG10050351	99.339	454	3	0	1	454	1	454	0.0	935
OHDNGLAN_00731	DEG10050350	98.907	366	4	0	1	366	1	366	0.0	741
OHDNGLAN_00734	DEG10050349	98.500	200	3	0	1	200	1	200	1.91e-152	415
OHDNGLAN_00735	DEG10050348	98.081	469	9	0	1	469	1	469	0.0	958
OHDNGLAN_00736	DEG10050347	97.486	358	9	0	1	358	1	358	0.0	723
OHDNGLAN_00737	DEG10050346	98.447	515	8	0	1	515	1	515	0.0	1041
OHDNGLAN_00739	DEG10050345	97.674	258	6	0	1	258	1	258	0.0	526
OHDNGLAN_00741	DEG10050344	99.377	321	2	0	1	321	1	321	0.0	652
OHDNGLAN_00742	DEG10050343	99.379	161	1	0	1	161	1	161	3.32e-119	328
OHDNGLAN_00744	DEG10050204	28.621	290	160	14	36	290	10	287	4.86e-21	87.0
OHDNGLAN_00745	DEG10050342	96.959	296	8	1	1	295	1	296	0.0	583
OHDNGLAN_00746	DEG10050341	96.335	191	7	0	1	191	1	191	2.88e-136	374
OHDNGLAN_00747	DEG10050340	96.491	114	4	0	1	114	1	114	9.73e-74	217
OHDNGLAN_00748	DEG10050339	99.793	484	1	0	1	484	1	484	0.0	957
OHDNGLAN_00750	DEG10050338	99.330	448	3	0	1	448	1	448	0.0	915
OHDNGLAN_00754	DEG10050337	99.298	285	2	0	1	285	1	285	0.0	597
OHDNGLAN_00759	DEG10050502	22.485	845	498	21	35	797	17	786	6.26e-43	163
OHDNGLAN_00772	DEG10050560	28.058	417	250	15	8	401	5	394	2.95e-28	110
OHDNGLAN_00778	DEG10050326	28.125	160	89	7	2	146	8	156	2.29e-09	50.8
OHDNGLAN_00786	DEG10050396	41.213	643	365	6	1	632	1	641	5.83e-168	489
OHDNGLAN_00788	DEG10050397	41.964	112	62	1	11	122	1	109	4.01e-29	105
OHDNGLAN_00789	DEG10050336	99.501	401	2	0	1	401	1	401	0.0	826
OHDNGLAN_00799	DEG10050335	91.967	722	24	2	1	722	1	688	0.0	1326
OHDNGLAN_00801	DEG10050334	98.837	344	4	0	1	344	1	344	0.0	684
OHDNGLAN_00802	DEG10050333	99.401	167	1	0	1	167	1	167	3.61e-123	338
OHDNGLAN_00803	DEG10050332	98.490	861	13	0	1	861	1	861	0.0	1771
OHDNGLAN_00809	DEG10050331	99.120	341	3	0	1	341	1	341	0.0	683
OHDNGLAN_00811	DEG10050330	100.000	240	0	0	1	240	1	240	0.0	497
OHDNGLAN_00812	DEG10050329	100.000	254	0	0	1	254	1	254	0.0	530
OHDNGLAN_00813	DEG10050328	98.544	618	9	0	1	618	1	618	0.0	1229
OHDNGLAN_00814	DEG10050324	29.870	77	46	3	12	84	14	86	1.24e-06	40.4
OHDNGLAN_00817	DEG10050327	90.385	104	10	0	1	104	1	104	5.59e-67	191
OHDNGLAN_00818	DEG10050326	98.844	173	2	0	1	173	1	173	1.65e-130	357
OHDNGLAN_00820	DEG10050325	99.254	268	2	0	1	268	1	268	0.0	535
OHDNGLAN_00822	DEG10050324	99.490	196	1	0	1	196	1	196	4.45e-150	409
OHDNGLAN_00824	DEG10050323	100.000	160	0	0	1	160	1	160	4.50e-121	333
OHDNGLAN_00826	DEG10050322	99.020	510	5	0	1	510	1	510	0.0	1012
OHDNGLAN_00831	DEG10050321	98.795	415	5	0	1	415	4	418	0.0	850
OHDNGLAN_00836	DEG10050320	98.834	429	5	0	20	448	1	429	0.0	864
OHDNGLAN_00840	DEG10050626	27.039	233	155	5	5	236	2	220	1.21e-19	79.0
OHDNGLAN_00841	DEG10050085	38.926	447	257	5	6	445	18	455	1.05e-97	296
OHDNGLAN_00843	DEG10050319	98.784	329	4	0	1	329	1	329	0.0	660
OHDNGLAN_00849	DEG10050625	41.358	324	173	6	109	431	182	489	3.02e-65	212
OHDNGLAN_00850	DEG10050317	67.781	329	106	0	8	336	3	331	2.09e-173	480
OHDNGLAN_00851	DEG10050312	98.294	469	8	0	2	470	4	472	0.0	964
OHDNGLAN_00852	DEG10050125	89.083	229	25	0	1	229	1	229	3.28e-154	422
OHDNGLAN_00853	DEG10050188	36.508	189	107	4	1	180	1	185	2.27e-25	105
OHDNGLAN_00853	DEG10050188	29.557	203	122	7	208	401	312	502	6.90e-14	68.9
OHDNGLAN_00856	DEG10050636	28.251	669	393	21	94	720	23	646	3.28e-56	199
OHDNGLAN_00858	DEG10050311	98.715	856	11	0	1	856	1	856	0.0	1710
OHDNGLAN_00859	DEG10050310	94.624	186	10	0	1	186	1	186	2.58e-132	363
OHDNGLAN_00862	DEG10050309	87.059	85	11	0	1	85	1	85	3.96e-41	128
OHDNGLAN_00866	DEG10050322	28.109	402	275	6	19	411	28	424	1.11e-43	155
OHDNGLAN_00867	DEG10050308	98.830	171	2	0	1	171	8	178	2.22e-127	350
OHDNGLAN_00869	DEG10050307	99.611	257	1	0	1	257	1	257	0.0	525
OHDNGLAN_00875	DEG10050306	100.000	271	0	0	1	271	1	271	0.0	567
OHDNGLAN_00880	DEG10050626	33.913	230	130	6	3	225	2	216	9.73e-32	110
OHDNGLAN_00881	DEG10050305	99.381	323	2	0	1	323	1	323	0.0	664
OHDNGLAN_00885	DEG10050304	100.000	114	0	0	1	114	1	114	8.65e-80	224
OHDNGLAN_00886	DEG10050303	98.780	246	3	0	1	246	1	246	0.0	495
OHDNGLAN_00887	DEG10050302	100.000	101	0	0	1	101	1	101	5.62e-73	206
OHDNGLAN_00888	DEG10050301	97.808	593	13	0	1	593	1	593	0.0	1167
OHDNGLAN_00891	DEG10050300	98.919	185	2	0	1	185	1	185	9.81e-134	367
OHDNGLAN_00892	DEG10050299	98.770	244	3	0	1	244	1	244	3.54e-176	479
OHDNGLAN_00894	DEG10050060	27.556	225	154	4	13	235	6	223	4.41e-22	91.7
OHDNGLAN_00894	DEG10050060	21.635	208	147	6	279	484	22	215	5.17e-10	55.1
OHDNGLAN_00896	DEG10050298	99.398	332	2	0	1	332	1	332	0.0	675
OHDNGLAN_00897	DEG10050297	99.713	349	1	0	1	349	1	349	0.0	728
OHDNGLAN_00901	DEG10050296	99.535	430	2	0	1	430	1	430	0.0	887
OHDNGLAN_00903	DEG10050295	98.856	874	10	0	1	874	1	874	0.0	1785
OHDNGLAN_00906	DEG10050294	99.562	457	2	0	1	457	1	457	0.0	949
OHDNGLAN_00907	DEG10050293	99.659	293	1	0	1	293	1	293	0.0	608
OHDNGLAN_00909	DEG10050292	99.459	185	1	0	1	185	1	185	3.20e-134	368
OHDNGLAN_00910	DEG10050291	98.992	397	4	0	1	397	1	397	0.0	816
OHDNGLAN_00911	DEG10050290	97.770	269	5	1	1	269	1	268	0.0	509
OHDNGLAN_00915	DEG10050289	100.000	128	0	0	1	128	1	128	8.99e-94	261
OHDNGLAN_00916	DEG10050288	99.390	328	2	0	1	328	1	328	0.0	656
OHDNGLAN_00917	DEG10050287	99.515	206	1	0	1	206	1	206	2.92e-153	418
OHDNGLAN_00918	DEG10050286	99.225	129	1	0	1	129	1	129	3.38e-93	259
OHDNGLAN_00919	DEG10050285	100.000	110	0	0	1	110	1	110	1.89e-78	222
OHDNGLAN_00922	DEG10050284	99.306	144	1	0	1	144	1	144	4.08e-100	278
OHDNGLAN_00923	DEG10050283	98.305	59	1	0	1	59	1	59	1.87e-39	119
OHDNGLAN_00924	DEG10050282	100.000	166	0	0	1	166	1	166	4.02e-120	331
OHDNGLAN_00925	DEG10050281	100.000	117	0	0	1	117	1	117	8.06e-83	233
OHDNGLAN_00926	DEG10050280	100.000	177	0	0	1	177	1	177	3.50e-130	357
OHDNGLAN_00927	DEG10050279	100.000	130	0	0	1	130	1	130	1.53e-93	261
OHDNGLAN_00928	DEG10050278	100.000	101	0	0	1	101	1	101	3.22e-72	204
OHDNGLAN_00929	DEG10050277	100.000	142	0	0	38	179	1	142	2.10e-104	291
OHDNGLAN_00930	DEG10050276	99.029	103	1	0	1	103	1	103	1.21e-69	198
OHDNGLAN_00931	DEG10050275	100.000	123	0	0	1	123	1	123	1.32e-88	248
OHDNGLAN_00933	DEG10050274	100.000	85	0	0	1	85	1	85	7.48e-60	172
OHDNGLAN_00934	DEG10050273	100.000	63	0	0	1	63	1	63	1.17e-41	124
OHDNGLAN_00935	DEG10050272	100.000	136	0	0	1	136	1	136	1.48e-99	276
OHDNGLAN_00936	DEG10050271	99.574	235	1	0	1	235	1	235	2.23e-174	474
OHDNGLAN_00937	DEG10050270	100.000	110	0	0	1	110	1	110	2.73e-77	218
OHDNGLAN_00938	DEG10050269	100.000	91	0	0	1	91	1	91	2.07e-65	186
OHDNGLAN_00939	DEG10050268	100.000	273	0	0	1	273	1	273	0.0	551
OHDNGLAN_00940	DEG10050267	100.000	99	0	0	1	99	1	99	7.19e-70	198
OHDNGLAN_00945	DEG10050266	99.539	217	1	0	1	217	1	217	6.17e-159	433
OHDNGLAN_00946	DEG10050265	99.548	221	1	0	1	221	1	221	2.98e-165	449
OHDNGLAN_00947	DEG10050264	99.329	447	3	0	1	447	1	447	0.0	897
OHDNGLAN_00949	DEG10050263	100.000	310	0	0	1	310	1	310	0.0	636
OHDNGLAN_00950	DEG10050262	99.541	218	1	0	1	218	1	218	1.60e-165	450
OHDNGLAN_00951	DEG10050261	98.068	414	8	0	1	414	1	414	0.0	813
OHDNGLAN_00952	DEG10050260	99.482	193	1	0	1	193	1	193	5.35e-146	398
OHDNGLAN_00956	DEG10050259	99.754	407	1	0	1	407	15	421	0.0	848
OHDNGLAN_00957	DEG10050258	98.673	226	3	0	1	226	1	226	1.22e-173	471
OHDNGLAN_00960	DEG10050301	33.333	111	59	3	196	303	435	533	2.35e-09	53.1
OHDNGLAN_00962	DEG10050614	29.771	131	86	3	87	217	82	206	2.81e-11	57.0
OHDNGLAN_00963	DEG10050257	100.000	70	0	0	1	70	1	70	2.07e-50	147
OHDNGLAN_00964	DEG10050256	99.119	227	2	0	1	227	1	227	4.70e-172	467
OHDNGLAN_00965	DEG10050255	96.098	410	16	0	1	410	1	410	0.0	729
OHDNGLAN_00967	DEG10050619	25.253	198	119	5	7	182	5	195	5.95e-08	46.6
OHDNGLAN_00971	DEG10050253	99.635	274	1	0	1	274	1	274	0.0	567
OHDNGLAN_00972	DEG10050252	99.517	207	1	0	1	207	1	207	8.84e-153	417
OHDNGLAN_00976	DEG10050226	27.358	106	69	3	40	143	2	101	2.27e-08	44.3
OHDNGLAN_00978	DEG10050251	98.903	547	6	0	1	547	1	547	0.0	1103
OHDNGLAN_00979	DEG10050250	99.655	1159	4	0	1	1159	1	1159	0.0	2381
OHDNGLAN_00983	DEG10050615	32.782	363	221	7	9	362	6	354	2.12e-55	187
OHDNGLAN_00986	DEG10050249	100.000	240	0	0	1	240	1	240	0.0	499
OHDNGLAN_00987	DEG10050248	98.606	287	4	0	1	287	1	287	0.0	581
OHDNGLAN_00988	DEG10050247	99.233	782	6	0	1	782	1	782	0.0	1612
OHDNGLAN_00989	DEG10050246	98.776	572	7	0	1	572	1	572	0.0	1171
OHDNGLAN_00990	DEG10050245	99.515	619	3	0	1	619	1	619	0.0	1282
OHDNGLAN_00991	DEG10050244	100.000	101	0	0	1	101	1	101	1.94e-73	207
OHDNGLAN_00993	DEG10050243	99.519	208	1	0	1	208	1	208	9.18e-150	409
OHDNGLAN_01001	DEG10050160	30.986	142	86	4	1	138	1	134	1.61e-14	65.1
OHDNGLAN_01002	DEG10050262	39.269	219	130	2	1	219	1	216	4.67e-50	161
OHDNGLAN_01005	DEG10050198	27.823	248	173	5	6	249	4	249	2.30e-27	100
OHDNGLAN_01006	DEG10050200	99.479	192	1	0	1	192	1	192	6.44e-141	385
OHDNGLAN_01007	DEG10050199	99.087	219	2	0	1	219	1	219	1.76e-168	457
OHDNGLAN_01009	DEG10050198	100.000	249	0	0	1	249	1	249	0.0	519
OHDNGLAN_01010	DEG10050197	99.830	589	1	0	1	589	1	589	0.0	1233
OHDNGLAN_01011	DEG10050196	99.149	470	4	0	1	470	1	470	0.0	972
OHDNGLAN_01018	DEG10050009	24.155	414	267	17	73	459	77	470	1.08e-10	57.8
OHDNGLAN_01019	DEG10050213	29.302	215	127	7	56	255	54	258	1.03e-17	75.5
OHDNGLAN_01020	DEG10050195	100.000	267	0	0	1	267	1	267	0.0	552
OHDNGLAN_01021	DEG10050194	99.403	335	2	0	1	335	1	335	0.0	688
OHDNGLAN_01022	DEG10050193	98.932	843	9	0	1	843	1	843	0.0	1740
OHDNGLAN_01036	DEG10050452	38.462	403	229	5	248	645	582	970	4.01e-74	254
OHDNGLAN_01038	DEG10050641	98.864	88	1	0	1	88	1	88	7.87e-60	172
OHDNGLAN_01039	DEG10050642	99.519	208	1	0	1	208	1	208	1.05e-154	422
OHDNGLAN_01040	DEG10050001	99.705	339	1	0	1	339	1	339	0.0	690
OHDNGLAN_01043	DEG10050002	94.805	154	8	0	1	154	1	154	1.51e-107	298
OHDNGLAN_01045	DEG10050380	27.152	151	91	7	2	146	6	143	7.94e-06	40.4
OHDNGLAN_01046	DEG10050380	28.390	236	127	8	1	231	214	412	2.61e-15	74.3
OHDNGLAN_01047	DEG10050379	28.977	176	88	3	38	199	7	159	1.66e-24	93.6
OHDNGLAN_01049	DEG10050003	98.013	302	6	0	1	302	1	302	0.0	608
OHDNGLAN_01050	DEG10050004	97.260	146	4	0	10	155	1	146	5.20e-106	294
OHDNGLAN_01052	DEG10050430	39.024	82	47	2	194	272	145	226	6.98e-11	56.6
OHDNGLAN_01053	DEG10050005	99.007	302	3	0	1	302	1	302	0.0	617
OHDNGLAN_01054	DEG10050006	98.678	227	3	0	1	227	1	227	5.56e-171	464
OHDNGLAN_01055	DEG10050007	97.708	349	8	0	1	349	1	349	0.0	708
OHDNGLAN_01056	DEG10050188	33.540	161	102	2	1	156	7	167	3.39e-21	92.0
OHDNGLAN_01056	DEG10050188	25.738	237	141	11	159	372	264	488	9.77e-09	52.4
OHDNGLAN_01057	DEG10050082	86.885	61	8	0	67	127	712	772	1.72e-31	111
OHDNGLAN_01058	DEG10050008	94.521	219	12	0	1	219	1	219	7.84e-160	436
OHDNGLAN_01060	DEG10050009	100.000	479	0	0	1	479	1	479	0.0	939
OHDNGLAN_01062	DEG10050010	99.400	500	3	0	1	500	1	500	0.0	1019
OHDNGLAN_01063	DEG10050011	99.649	285	1	0	7	291	1	285	0.0	574
OHDNGLAN_01067	DEG10050012	98.585	212	3	0	1	212	1	212	2.17e-161	439
OHDNGLAN_01070	DEG10050013	99.303	287	2	0	1	287	1	287	0.0	583
OHDNGLAN_01072	DEG10050014	100.000	651	0	0	1	651	1	651	0.0	1336
OHDNGLAN_01075	DEG10050015	100.000	551	0	0	1	551	1	551	0.0	1095
OHDNGLAN_01076	DEG10050542	31.053	190	102	9	396	569	2	178	4.04e-14	65.9
OHDNGLAN_01077	DEG10050129	30.612	98	63	1	111	203	152	249	8.71e-08	48.1
OHDNGLAN_01078	DEG10050016	99.430	351	2	0	1	351	1	351	0.0	693
OHDNGLAN_01079	DEG10050017	100.000	162	0	0	1	162	1	162	7.65e-112	310
OHDNGLAN_01080	DEG10050018	100.000	258	0	0	1	258	1	258	0.0	531
OHDNGLAN_01081	DEG10050019	99.251	267	2	0	1	267	1	267	0.0	555
OHDNGLAN_01082	DEG10050020	99.107	224	2	0	1	224	1	224	1.61e-169	460
OHDNGLAN_01083	DEG10050021	98.588	354	5	0	1	354	1	354	0.0	707
OHDNGLAN_01086	DEG10050022	94.022	184	11	0	1	184	1	184	4.17e-128	352
OHDNGLAN_01089	DEG10050023	96.797	281	9	0	1	281	5	285	0.0	550
OHDNGLAN_01090	DEG10050024	95.860	314	13	0	1	314	1	314	0.0	621
OHDNGLAN_01091	DEG10050371	47.393	422	221	1	3	423	4	425	2.22e-116	342
OHDNGLAN_01092	DEG10050372	33.333	135	90	0	2	136	4	138	4.49e-23	84.3
OHDNGLAN_01093	DEG10050370	29.452	292	201	4	10	297	11	301	2.75e-41	141
OHDNGLAN_01094	DEG10050086	27.016	248	148	8	7	228	17	257	2.68e-11	58.5
OHDNGLAN_01097	DEG10050025	92.405	237	18	0	1	237	1	237	3.69e-150	412
OHDNGLAN_01099	DEG10050026	98.425	254	4	0	1	254	1	254	0.0	511
OHDNGLAN_01100	DEG10050027	95.181	332	16	0	1	332	1	332	0.0	653
OHDNGLAN_01101	DEG10050217	27.944	501	336	11	74	561	63	551	8.44e-60	203
OHDNGLAN_01102	DEG10050028	94.670	788	42	0	1	788	1	788	0.0	1491
OHDNGLAN_01104	DEG10050575	26.295	251	155	7	48	284	1	235	6.72e-14	67.4
OHDNGLAN_01107	DEG10050029	99.769	432	1	0	1	432	1	432	0.0	875
OHDNGLAN_01108	DEG10050030	97.138	629	18	0	1	629	1	629	0.0	1272
OHDNGLAN_01109	DEG10050031	98.714	311	4	0	1	311	1	311	0.0	635
OHDNGLAN_01114	DEG10050032	99.123	114	1	0	1	114	1	114	1.27e-79	224
OHDNGLAN_01118	DEG10050034	97.603	459	11	0	1	459	1	459	0.0	944
OHDNGLAN_01120	DEG10050035	98.601	143	2	0	1	143	1	143	2.58e-104	289
OHDNGLAN_01121	DEG10050036	98.473	262	4	0	1	262	1	262	0.0	538
OHDNGLAN_01124	DEG10050037	99.094	331	3	0	1	331	1	331	0.0	676
OHDNGLAN_01125	DEG10050038	100.000	369	0	0	1	369	13	381	0.0	765
OHDNGLAN_01130	DEG10050039	98.824	425	5	0	1	425	1	425	0.0	863
OHDNGLAN_01132	DEG10050040	97.546	815	20	0	1	815	1	815	0.0	1627
OHDNGLAN_01133	DEG10050041	93.103	232	16	0	1	232	1	232	3.11e-165	451
OHDNGLAN_01134	DEG10050045	83.234	167	26	1	397	563	23	187	1.43e-94	282
OHDNGLAN_01134	DEG10050045	88.000	25	3	0	124	148	1	25	3.45e-08	48.5
OHDNGLAN_01135	DEG10050062	24.667	300	191	7	1	279	1	286	3.70e-10	54.7
OHDNGLAN_01136	DEG10050046	98.536	478	7	0	29	506	1	478	0.0	938
OHDNGLAN_01137	DEG10050047	99.145	351	3	0	6	356	1	351	0.0	712
OHDNGLAN_01140	DEG10050048	98.246	114	2	0	1	114	1	114	1.26e-82	232
OHDNGLAN_01143	DEG10050459	29.260	311	162	17	177	480	229	488	6.01e-25	104
OHDNGLAN_01146	DEG10050458	25.197	635	383	31	159	757	142	720	8.74e-23	99.4
OHDNGLAN_01147	DEG10050261	35.039	254	151	5	41	286	153	400	1.67e-39	142
OHDNGLAN_01149	DEG10050049	98.298	235	4	0	1	235	1	235	1.92e-173	474
OHDNGLAN_01150	DEG10050050	93.421	76	5	0	61	136	1	76	1.27e-47	144
OHDNGLAN_01153	DEG10050629	75.000	76	19	0	20	95	1	76	5.13e-37	117
OHDNGLAN_01154	DEG10050352	25.581	172	112	3	52	210	71	239	2.84e-09	54.7
OHDNGLAN_01164	DEG10050051	98.387	310	5	0	60	369	1	310	0.0	630
OHDNGLAN_01165	DEG10050052	99.234	261	2	0	1	261	1	261	0.0	531
OHDNGLAN_01166	DEG10050053	98.516	337	1	2	1	333	1	337	0.0	665
OHDNGLAN_01167	DEG10050054	100.000	168	0	0	1	168	1	168	9.38e-123	337
OHDNGLAN_01168	DEG10050055	98.455	453	7	0	1	453	1	453	0.0	934
OHDNGLAN_01169	DEG10050056	98.219	393	7	0	3	395	4	396	0.0	812
OHDNGLAN_01171	DEG10050057	99.459	185	1	0	1	185	1	185	3.62e-134	368
OHDNGLAN_01175	DEG10050058	100.000	176	0	0	1	176	1	176	6.52e-132	361
OHDNGLAN_01176	DEG10050059	100.000	438	0	0	1	438	1	438	0.0	842
OHDNGLAN_01177	DEG10050063	100.000	213	0	0	1	213	1	213	1.70e-162	442
OHDNGLAN_01179	DEG10050064	97.954	391	8	0	1	391	1	391	0.0	774
OHDNGLAN_01180	DEG10050065	98.485	396	6	0	1	396	1	396	0.0	773
OHDNGLAN_01181	DEG10050356	34.375	96	60	1	214	309	222	314	4.63e-12	62.4
OHDNGLAN_01181	DEG10050356	36.782	87	55	0	6	92	226	312	3.26e-11	59.7
OHDNGLAN_01184	DEG10050066	96.875	256	7	1	1	255	1	256	0.0	512
OHDNGLAN_01187	DEG10050067	98.950	381	4	0	1	381	1	381	0.0	775
OHDNGLAN_01188	DEG10050068	99.259	270	2	0	1	270	1	270	0.0	565
OHDNGLAN_01189	DEG10050109	28.017	232	163	4	6	235	10	239	3.68e-19	80.5
OHDNGLAN_01191	DEG10050084	25.490	306	188	11	6	283	5	298	2.75e-18	78.2
OHDNGLAN_01193	DEG10050069	99.696	329	1	0	1	329	1	329	0.0	666
OHDNGLAN_01194	DEG10050371	33.971	418	272	2	192	607	2	417	1.24e-63	211
OHDNGLAN_01195	DEG10050070	98.933	375	4	0	1	375	5	379	0.0	758
OHDNGLAN_01196	DEG10050071	87.234	47	6	0	98	144	17	63	9.00e-27	90.5
OHDNGLAN_01199	DEG10050072	99.574	235	1	0	1	235	1	235	6.77e-180	488
OHDNGLAN_01202	DEG10050073	98.760	242	3	0	1	242	1	242	2.38e-178	484
OHDNGLAN_01203	DEG10050074	99.035	311	3	0	1	311	1	311	0.0	627
OHDNGLAN_01204	DEG10050075	99.684	316	1	0	1	316	1	316	0.0	643
OHDNGLAN_01208	DEG10050440	28.348	448	303	12	8	447	10	447	9.43e-46	160
OHDNGLAN_01210	DEG10050076	99.029	103	1	0	1	103	1	103	1.90e-74	210
OHDNGLAN_01212	DEG10050612	29.197	274	149	10	158	395	79	343	3.30e-23	94.7
OHDNGLAN_01214	DEG10050613	39.024	205	107	3	4	195	25	224	2.44e-40	132
OHDNGLAN_01215	DEG10050613	29.480	173	110	2	4	176	28	188	5.18e-18	73.9
OHDNGLAN_01217	DEG10050077	97.688	346	8	0	1	346	1	346	0.0	691
OHDNGLAN_01219	DEG10050078	99.739	383	1	0	1	383	36	418	0.0	796
OHDNGLAN_01220	DEG10050079	98.361	244	4	0	1	244	1	244	0.0	504
OHDNGLAN_01221	DEG10050080	98.765	324	4	0	1	324	1	324	0.0	657
OHDNGLAN_01225	DEG10050081	97.976	247	4	1	1	247	1	246	0.0	498
OHDNGLAN_01226	DEG10050082	100.000	770	0	0	1	770	3	772	0.0	1611
OHDNGLAN_01227	DEG10050083	100.000	284	0	0	1	284	1	284	0.0	580
OHDNGLAN_01228	DEG10050084	99.013	304	3	0	1	304	1	304	0.0	618
OHDNGLAN_01229	DEG10050085	98.747	479	6	0	1	479	3	481	0.0	961
OHDNGLAN_01231	DEG10050086	99.471	378	2	0	1	378	1	378	0.0	779
OHDNGLAN_01235	DEG10050087	99.219	256	2	0	1	256	1	256	0.0	514
OHDNGLAN_01238	DEG10050088	100.000	174	0	0	1	174	1	174	2.58e-129	355
OHDNGLAN_01239	DEG10050090	99.615	260	1	0	1	260	1	260	0.0	536
OHDNGLAN_01240	DEG10050089	95.522	201	5	1	1	201	1	197	1.54e-142	390
OHDNGLAN_01241	DEG10050091	93.805	452	28	0	1	452	1	452	0.0	885
OHDNGLAN_01243	DEG10050092	96.919	357	11	0	1	357	1	357	0.0	710
OHDNGLAN_01245	DEG10050093	98.824	255	3	0	1	255	1	255	0.0	497
OHDNGLAN_01246	DEG10050094	97.484	318	8	0	1	318	1	318	0.0	654
OHDNGLAN_01248	DEG10050095	100.000	116	0	0	1	116	1	116	4.88e-83	233
OHDNGLAN_01251	DEG10050096	100.000	82	0	0	1	82	1	82	1.07e-57	166
OHDNGLAN_01253	DEG10050097	99.611	257	1	0	1	257	1	257	0.0	516
OHDNGLAN_01254	DEG10050191	24.333	637	289	26	11	544	12	558	1.18e-14	71.2
OHDNGLAN_01255	DEG10050098	99.444	180	1	0	1	180	1	180	3.26e-132	362
OHDNGLAN_01256	DEG10050099	98.895	362	4	0	1	362	1	362	0.0	740
OHDNGLAN_01257	DEG10050100	97.552	286	7	0	1	286	1	286	0.0	575
OHDNGLAN_01258	DEG10050101	98.755	241	3	0	1	241	1	241	5.16e-180	488
OHDNGLAN_01259	DEG10050102	100.000	216	0	0	1	216	1	216	4.85e-165	448
OHDNGLAN_01263	DEG10050459	25.953	551	328	20	11	507	44	568	1.07e-39	146
OHDNGLAN_01268	DEG10050458	25.358	698	397	28	118	760	106	734	9.08e-39	150
OHDNGLAN_01270	DEG10050602	81.720	93	16	1	456	548	1	92	2.82e-46	152
OHDNGLAN_01276	DEG10050103	98.344	302	5	0	1	302	1	302	0.0	609
OHDNGLAN_01278	DEG10050104	98.853	523	6	0	1	523	1	523	0.0	1068
OHDNGLAN_01279	DEG10050105	98.649	296	4	0	1	296	5	300	0.0	575
OHDNGLAN_01285	DEG10050181	42.500	80	44	2	611	689	642	720	1.55e-10	58.5
OHDNGLAN_01287	DEG10050321	40.688	349	198	4	7	347	14	361	1.00e-76	245
OHDNGLAN_01293	DEG10050122	27.835	97	69	1	253	349	239	334	1.45e-06	43.9
OHDNGLAN_01294	DEG10050106	99.385	325	2	0	1	325	1	325	0.0	649
OHDNGLAN_01295	DEG10050106	23.353	167	120	5	434	595	132	295	1.00e-08	51.6
OHDNGLAN_01299	DEG10050107	100.000	382	0	0	1	382	1	382	0.0	795
OHDNGLAN_01304	DEG10050425	30.657	137	86	5	461	595	134	263	1.41e-06	45.4
OHDNGLAN_01306	DEG10050108	96.667	270	3	1	1	264	1	270	0.0	509
OHDNGLAN_01310	DEG10050109	98.322	298	5	0	1	298	1	298	0.0	598
OHDNGLAN_01318	DEG10050401	22.956	318	211	13	10	303	2	309	2.00e-10	55.8
