query_id	subject_id	pct_identity	aln_length	n_of_mismatches	gap_openings	q_start	q_end	s_start	s_end	e_value	bit_score
PJKHBDOM_01693	DEG10650110	25.942	451	264	19	219	654	158	553	4.05e-12	62.8
PJKHBDOM_01693	DEG10650110	30.631	111	64	4	35	132	28	138	2.76e-07	47.0
PJKHBDOM_01697	DEG10650262	29.699	266	157	9	10	254	7	263	1.36e-23	90.5
PJKHBDOM_01701	DEG10650226	98.667	225	3	0	1	225	1	225	2.22e-166	452
PJKHBDOM_01702	DEG10650166	100.000	368	0	0	1	368	1	368	0.0	741
PJKHBDOM_01703	DEG10650032	99.499	599	3	0	1	599	1	599	0.0	1229
PJKHBDOM_01706	DEG10650064	100.000	463	0	0	1	463	1	463	0.0	965
PJKHBDOM_01708	DEG10650023	34.146	164	100	4	9	170	6	163	1.02e-21	88.2
PJKHBDOM_01708	DEG10650023	32.484	157	94	5	9	155	178	332	1.61e-14	67.0
PJKHBDOM_01711	DEG10650196	99.355	155	1	0	1	155	1	155	3.05e-114	314
PJKHBDOM_01725	DEG10650055	36.066	183	102	4	11	189	8	179	2.62e-20	88.6
PJKHBDOM_01725	DEG10650055	22.984	248	157	6	167	391	256	492	3.72e-14	68.9
PJKHBDOM_01725	DEG10650055	24.157	178	117	6	320	482	498	672	4.57e-08	49.3
PJKHBDOM_01727	DEG10650073	99.691	324	1	0	1	324	1	324	0.0	650
PJKHBDOM_01734	DEG10650099	97.884	189	4	0	1	189	1	189	7.72e-142	387
PJKHBDOM_01735	DEG10650295	98.958	96	1	0	1	96	1	96	3.38e-68	193
PJKHBDOM_01737	DEG10650024	98.361	366	6	0	1	366	1	366	0.0	731
PJKHBDOM_01738	DEG10650067	100.000	175	0	0	1	175	1	175	2.28e-130	357
PJKHBDOM_01748	DEG10650013	47.778	450	230	2	1	448	1	447	1.70e-147	422
PJKHBDOM_01749	DEG10650002	35.780	109	63	2	41	149	53	154	1.44e-17	68.9
PJKHBDOM_01752	DEG10650232	100.000	158	0	0	1	158	1	158	2.49e-115	317
PJKHBDOM_01760	DEG10650007	99.658	876	3	0	2	877	1	876	0.0	1806
PJKHBDOM_01763	DEG10650091	100.000	372	0	0	1	372	1	372	0.0	773
PJKHBDOM_01764	DEG10650083	100.000	343	0	0	10	352	38	380	0.0	702
PJKHBDOM_01765	DEG10650083	97.500	40	1	0	1	40	1	40	8.92e-25	87.0
PJKHBDOM_01770	DEG10650035	24.092	303	170	12	1	271	1	275	2.59e-12	62.0
PJKHBDOM_01772	DEG10650009	99.830	588	1	0	1	588	1	588	0.0	1205
PJKHBDOM_01773	DEG10650080	100.000	420	0	0	1	420	1	420	0.0	870
PJKHBDOM_01776	DEG10650134	100.000	729	0	0	8	736	1	729	0.0	1506
PJKHBDOM_01786	DEG10650107	99.767	430	1	0	1	430	1	430	0.0	865
PJKHBDOM_01787	DEG10650218	100.000	94	0	0	1	94	1	94	1.30e-65	186
PJKHBDOM_01788	DEG10650070	100.000	106	0	0	1	106	1	106	1.24e-76	215
PJKHBDOM_01789	DEG10650284	99.020	102	1	0	1	102	1	102	2.00e-71	202
PJKHBDOM_01799	DEG10650294	24.000	275	174	9	258	518	41	294	1.40e-10	56.2
PJKHBDOM_01800	DEG10650294	23.599	339	204	12	25	356	4	294	3.23e-15	68.9
PJKHBDOM_01803	DEG10650049	99.527	423	2	0	1	423	1	423	0.0	857
PJKHBDOM_01804	DEG10650193	99.429	876	5	0	1	876	1	876	0.0	1798
PJKHBDOM_01808	DEG10650209	100.000	324	0	0	1	324	1	324	0.0	670
PJKHBDOM_01809	DEG10650208	98.649	222	3	0	1	222	1	222	1.04e-165	450
PJKHBDOM_01810	DEG10650078	99.351	308	2	0	1	308	1	308	0.0	626
PJKHBDOM_01812	DEG10650077	99.330	448	3	0	6	453	1	448	0.0	907
PJKHBDOM_01813	DEG10650264	99.490	196	1	0	1	196	1	196	4.82e-147	400
PJKHBDOM_01814	DEG10650202	99.762	420	1	0	1	420	1	420	0.0	846
PJKHBDOM_01818	DEG10650147	100.000	118	0	0	1	118	1	118	1.87e-85	238
PJKHBDOM_01820	DEG10650213	98.857	175	2	0	12	186	1	175	2.42e-127	349
PJKHBDOM_01822	DEG10650178	100.000	645	0	0	1	645	1	645	0.0	1340
PJKHBDOM_01823	DEG10650033	100.000	306	0	0	8	313	1	306	0.0	638
PJKHBDOM_01824	DEG10650028	98.712	466	6	0	1	466	1	466	0.0	952
PJKHBDOM_01826	DEG10650057	46.037	328	168	7	1	322	1	325	1.34e-93	276
PJKHBDOM_01827	DEG10650015	99.517	207	1	0	1	207	1	207	1.78e-152	415
PJKHBDOM_01831	DEG10650194	32.458	419	265	9	129	541	190	596	5.04e-59	200
PJKHBDOM_01832	DEG10650195	52.155	232	108	2	1	230	1	231	9.21e-84	243
PJKHBDOM_01838	DEG10650130	99.487	585	3	0	1	585	1	585	0.0	1172
PJKHBDOM_01839	DEG10650111	99.689	322	1	0	1	322	1	322	0.0	652
PJKHBDOM_01840	DEG10650001	99.682	314	1	0	1	314	1	314	0.0	638
PJKHBDOM_01841	DEG10650003	100.000	285	0	0	1	285	1	285	0.0	593
PJKHBDOM_01843	DEG10650031	96.808	1065	34	0	1	1065	1	1065	0.0	2126
PJKHBDOM_01844	DEG10650249	24.242	330	213	13	25	327	331	650	3.85e-13	63.5
PJKHBDOM_01848	DEG10650087	25.000	208	136	6	130	322	3	205	3.77e-12	59.3
PJKHBDOM_01856	DEG10650083	38.420	367	211	8	11	369	3	362	2.14e-70	220
PJKHBDOM_01859	DEG10650286	99.000	200	2	0	1	200	1	200	2.20e-149	407
PJKHBDOM_01866	DEG10650116	99.512	205	1	0	1	205	1	205	1.92e-153	417
PJKHBDOM_01868	DEG10650191	100.000	420	0	0	1	420	1	420	0.0	866
PJKHBDOM_01869	DEG10650121	35.897	195	110	3	105	298	103	283	1.52e-26	103
PJKHBDOM_01878	DEG10650267	100.000	163	0	0	1	163	1	163	1.20e-119	328
PJKHBDOM_01879	DEG10650094	99.542	437	2	0	1	437	1	437	0.0	897
PJKHBDOM_01881	DEG10650115	46.970	132	62	4	66	189	15	146	1.60e-30	111
PJKHBDOM_01883	DEG10650227	29.885	87	59	2	6	90	7	93	1.32e-10	48.1
PJKHBDOM_01888	DEG10650223	100.000	263	0	0	1	263	1	263	0.0	544
PJKHBDOM_01893	DEG10650098	99.096	553	5	0	1	553	1	553	0.0	1103
PJKHBDOM_01898	DEG10650084	99.130	805	7	0	1	805	1	805	0.0	1649
PJKHBDOM_01918	DEG10650246	99.648	284	1	0	12	295	1	284	0.0	579
PJKHBDOM_01932	DEG10650090	99.748	397	1	0	35	431	1	397	0.0	812
PJKHBDOM_01968	DEG10650262	26.577	222	130	6	4	203	8	218	9.81e-18	73.6
PJKHBDOM_01970	DEG10650014	33.793	145	81	7	3	137	2	141	1.77e-16	69.7
PJKHBDOM_01990	DEG10650233	97.854	466	10	0	1	466	1	466	0.0	940
PJKHBDOM_01991	DEG10650253	99.349	307	2	0	1	307	1	307	0.0	632
PJKHBDOM_01992	DEG10650243	99.420	345	2	0	1	345	1	345	0.0	709
PJKHBDOM_01995	DEG10650239	26.860	242	153	7	1	220	1	240	3.62e-26	97.4
PJKHBDOM_02000	DEG10650197	100.000	313	0	0	1	313	1	313	0.0	650
PJKHBDOM_02002	DEG10650257	24.176	273	172	13	2	249	1	263	3.70e-06	42.0
PJKHBDOM_02006	DEG10650195	29.592	98	65	3	28	125	34	127	1.24e-07	43.9
PJKHBDOM_02016	DEG10650262	36.697	218	126	5	18	230	24	234	2.48e-42	139
PJKHBDOM_02058	DEG10650239	31.356	236	144	9	340	562	3	233	2.08e-27	105
PJKHBDOM_02064	DEG10650173	24.651	215	157	4	37	248	40	252	2.08e-16	72.8
PJKHBDOM_02067	DEG10650121	31.868	182	116	3	83	263	97	271	5.30e-24	94.7
PJKHBDOM_02068	DEG10650131	30.357	112	58	6	4	110	291	387	7.33e-06	38.9
PJKHBDOM_02077	DEG10650195	26.241	141	84	5	37	161	35	171	2.59e-08	46.2
PJKHBDOM_02081	DEG10650087	100.000	252	0	0	1	252	1	252	0.0	517
PJKHBDOM_02085	DEG10650097	24.047	341	195	15	50	377	108	397	1.30e-07	47.0
PJKHBDOM_02087	DEG10650120	24.855	173	126	3	1	169	414	586	5.65e-15	65.9
PJKHBDOM_02091	DEG10650020	99.683	315	1	0	1	315	1	315	0.0	636
PJKHBDOM_02092	DEG10650059	99.748	397	1	0	4	400	79	475	0.0	812
PJKHBDOM_02093	DEG10650059	97.561	82	2	0	1	82	1	82	6.16e-55	170
PJKHBDOM_02094	DEG10650058	99.794	485	1	0	1	485	1	485	0.0	985
PJKHBDOM_02095	DEG10650231	100.000	100	0	0	1	100	1	100	1.27e-71	202
PJKHBDOM_02098	DEG10650085	99.550	667	3	0	1	667	1	667	0.0	1368
PJKHBDOM_02099	DEG10650228	24.908	546	312	20	155	610	331	868	5.79e-26	107
PJKHBDOM_02099	DEG10650228	32.479	117	57	2	12	109	16	129	1.19e-11	61.6
PJKHBDOM_02107	DEG10650100	98.535	273	4	0	1	273	1	273	0.0	553
PJKHBDOM_02108	DEG10650119	98.569	489	7	0	16	504	1	489	0.0	1003
PJKHBDOM_02114	DEG10650122	100.000	309	0	0	1	309	1	309	0.0	632
PJKHBDOM_02126	DEG10650173	27.957	186	125	4	15	196	39	219	2.44e-16	70.9
PJKHBDOM_02128	DEG10650262	29.224	219	138	8	11	217	17	230	5.85e-19	78.6
PJKHBDOM_02175	DEG10650028	42.553	47	21	1	257	297	416	462	5.16e-06	40.8
PJKHBDOM_02176	DEG10650168	63.473	167	50	1	1	156	1	167	3.57e-73	211
PJKHBDOM_02191	DEG10650252	46.218	119	57	2	1	114	1	117	1.40e-31	107
PJKHBDOM_02195	DEG10650294	22.648	287	197	11	55	326	3	279	6.07e-09	50.1
PJKHBDOM_02208	DEG10650294	29.032	62	43	1	19	80	231	291	2.53e-06	37.4
PJKHBDOM_02209	DEG10650068	99.442	538	3	0	1	538	1	538	0.0	1065
PJKHBDOM_02234	DEG10650227	37.879	66	35	1	9	68	24	89	7.76e-10	45.4
PJKHBDOM_02236	DEG10650103	54.688	320	145	0	9	328	3	322	2.34e-126	359
PJKHBDOM_02237	DEG10650102	63.218	87	31	1	1	87	616	701	3.50e-36	122
PJKHBDOM_02238	DEG10650102	61.867	375	141	1	5	379	12	384	1.85e-156	472
PJKHBDOM_02238	DEG10650102	45.894	207	104	2	762	968	383	581	1.37e-52	190
PJKHBDOM_02240	DEG10650104	38.596	114	65	3	17	129	1	110	4.84e-23	82.0
PJKHBDOM_02262	DEG10650031	23.958	576	365	17	2	566	347	860	5.23e-35	137
PJKHBDOM_02263	DEG10650031	39.726	73	38	2	405	477	280	346	1.29e-09	53.9
