locus_tag	ftype	length_bp	gene	EC_number	COG	product
OHDNGLAN_00463	CDS	1470				hypothetical protein
OHDNGLAN_00464	gene	2082	prc			
OHDNGLAN_00464	mRNA	2082	prc			
OHDNGLAN_00464	CDS	2082	prc	3.4.21.102	COG0793	Tail-specific protease
OHDNGLAN_00465	gene	639	proQ			
OHDNGLAN_00465	mRNA	639	proQ			
OHDNGLAN_00465	CDS	639	proQ		COG3109	RNA chaperone ProQ
OHDNGLAN_00466	gene	1251	yebS			
OHDNGLAN_00466	mRNA	1251	yebS			
OHDNGLAN_00466	CDS	1251	yebS		COG2995	Intermembrane transport protein YebS
OHDNGLAN_00467	gene	2646				
OHDNGLAN_00467	mRNA	2646				
OHDNGLAN_00467	CDS	2646			COG3008	putative protein
OHDNGLAN_00468	gene	453	moaE			
OHDNGLAN_00468	mRNA	453	moaE			
OHDNGLAN_00468	CDS	453	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
OHDNGLAN_00469	gene	246	moaD			
OHDNGLAN_00469	mRNA	246	moaD			
OHDNGLAN_00469	CDS	246	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
OHDNGLAN_00470	gene	483	moaC			
OHDNGLAN_00470	mRNA	483	moaC			
OHDNGLAN_00470	CDS	483	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
OHDNGLAN_00471	gene	1014	moaA			
OHDNGLAN_00471	mRNA	1014	moaA			
OHDNGLAN_00471	CDS	1014	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
OHDNGLAN_00472	gene	672	ytfE			
OHDNGLAN_00472	mRNA	672	ytfE			
OHDNGLAN_00472	CDS	672	ytfE		COG2846	Iron-sulfur cluster repair protein YtfE
OHDNGLAN_00473	gene	936	kpsF			
OHDNGLAN_00473	mRNA	936	kpsF			
OHDNGLAN_00473	CDS	936	kpsF	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KpsF
OHDNGLAN_00474	gene	543				
OHDNGLAN_00474	mRNA	543				
OHDNGLAN_00474	CDS	543		3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
OHDNGLAN_00475	gene	4635				
OHDNGLAN_00475	mRNA	4635				
OHDNGLAN_00475	CDS	4635				hypothetical protein
OHDNGLAN_00476	gene	1638				
OHDNGLAN_00476	mRNA	1638				
OHDNGLAN_00476	CDS	1638				hypothetical protein
OHDNGLAN_00477	gene	1953				
OHDNGLAN_00477	mRNA	1953				
OHDNGLAN_00477	CDS	1953		2.4.1.-		UDP-glucose:protein N-beta-glucosyltransferase
OHDNGLAN_00478	gene	165				
OHDNGLAN_00478	mRNA	165				
OHDNGLAN_00478	CDS	165				hypothetical protein
OHDNGLAN_00479	gene	717				
OHDNGLAN_00479	mRNA	717				
OHDNGLAN_00479	CDS	717				hypothetical protein
OHDNGLAN_00480	gene	924				
OHDNGLAN_00480	mRNA	924				
OHDNGLAN_00480	CDS	924				hypothetical protein
OHDNGLAN_00481	gene	288				
OHDNGLAN_00481	mRNA	288				
OHDNGLAN_00481	CDS	288				hypothetical protein
OHDNGLAN_00482	gene	441				
OHDNGLAN_00482	mRNA	441				
OHDNGLAN_00482	CDS	441				hypothetical protein
OHDNGLAN_00483	gene	681				
OHDNGLAN_00483	mRNA	681				
OHDNGLAN_00483	CDS	681				hypothetical protein
OHDNGLAN_00484	gene	1263				
OHDNGLAN_00484	mRNA	1263				
OHDNGLAN_00484	CDS	1263				hypothetical protein
OHDNGLAN_00485	gene	612				
OHDNGLAN_00485	mRNA	612				
OHDNGLAN_00485	CDS	612				hypothetical protein
OHDNGLAN_00486	gene	1251	cca			
OHDNGLAN_00486	mRNA	1251	cca			
OHDNGLAN_00486	CDS	1251	cca		COG0617	Multifunctional CCA protein
OHDNGLAN_00487	gene	630	lolB			
OHDNGLAN_00487	mRNA	630	lolB			
OHDNGLAN_00487	CDS	630	lolB		COG3017	Outer-membrane lipoprotein LolB
OHDNGLAN_00488	gene	954	ispE			
OHDNGLAN_00488	mRNA	954	ispE			
OHDNGLAN_00488	CDS	954	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
OHDNGLAN_00489	gene	948	prs			
OHDNGLAN_00489	mRNA	948	prs			
OHDNGLAN_00489	CDS	948	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
OHDNGLAN_00490	gene	1188	tyrS			
OHDNGLAN_00490	mRNA	1188	tyrS			
OHDNGLAN_00490	CDS	1188	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
OHDNGLAN_00491	gene	717	sfsA			
OHDNGLAN_00491	mRNA	717	sfsA			
OHDNGLAN_00491	CDS	717	sfsA		COG1489	Sugar fermentation stimulation protein A
OHDNGLAN_00492	gene	1395	norM			
OHDNGLAN_00492	mRNA	1395	norM			
OHDNGLAN_00492	CDS	1395	norM		COG0534	Multidrug resistance protein NorM
OHDNGLAN_00493	gene	615	ribC			
OHDNGLAN_00493	mRNA	615	ribC			
OHDNGLAN_00493	CDS	615	ribC	2.5.1.9	COG0307	Riboflavin synthase
OHDNGLAN_00494	gene	2610	pepN			
OHDNGLAN_00494	mRNA	2610	pepN			
OHDNGLAN_00494	CDS	2610	pepN	3.4.11.2	COG0308	Aminopeptidase N
OHDNGLAN_00495	gene	345				
OHDNGLAN_00495	mRNA	345				
OHDNGLAN_00495	CDS	345				hypothetical protein
OHDNGLAN_00496	gene	249				
OHDNGLAN_00496	mRNA	249				
OHDNGLAN_00496	CDS	249				hypothetical protein
OHDNGLAN_00497	gene	495	purE			
OHDNGLAN_00497	mRNA	495	purE			
OHDNGLAN_00497	CDS	495	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
OHDNGLAN_00498	gene	1089	purK			
OHDNGLAN_00498	mRNA	1089	purK			
OHDNGLAN_00498	CDS	1089	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
OHDNGLAN_00499	gene	1191	aspC			
OHDNGLAN_00499	mRNA	1191	aspC			
OHDNGLAN_00499	CDS	1191	aspC	2.6.1.1	COG1448	Aspartate aminotransferase
OHDNGLAN_00500	gene	627	cbiO			
OHDNGLAN_00500	mRNA	627	cbiO			
OHDNGLAN_00500	CDS	627	cbiO	3.6.3.-	COG1122	Cobalt import ATP-binding protein CbiO
OHDNGLAN_00501	gene	633				
OHDNGLAN_00501	mRNA	633				
OHDNGLAN_00501	CDS	633				hypothetical protein
OHDNGLAN_00502	gene	621	cbiM			
OHDNGLAN_00502	mRNA	621	cbiM			
OHDNGLAN_00502	CDS	621	cbiM			Cobalt transport protein CbiM
OHDNGLAN_00503	gene	489				
OHDNGLAN_00503	mRNA	489				
OHDNGLAN_00503	CDS	489				hypothetical protein
OHDNGLAN_00504	gene	684				
OHDNGLAN_00504	mRNA	684				
OHDNGLAN_00504	CDS	684			COG5266	putative protein
OHDNGLAN_00505	gene	408	merR			
OHDNGLAN_00505	mRNA	408	merR			
OHDNGLAN_00505	CDS	408	merR			Mercuric resistance operon regulatory protein
OHDNGLAN_00506	gene	543				
OHDNGLAN_00506	mRNA	543				
OHDNGLAN_00506	CDS	543				hypothetical protein
OHDNGLAN_00507	gene	717				
OHDNGLAN_00507	mRNA	717				
OHDNGLAN_00507	CDS	717				hypothetical protein
OHDNGLAN_00508	gene	351	yabJ			
OHDNGLAN_00508	mRNA	351	yabJ			
OHDNGLAN_00508	CDS	351	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
OHDNGLAN_00509	gene	417	yhcB			
OHDNGLAN_00509	mRNA	417	yhcB			
OHDNGLAN_00509	CDS	417	yhcB		COG3105	Inner membrane protein YhcB
OHDNGLAN_00510	gene	606				
OHDNGLAN_00510	mRNA	606				
OHDNGLAN_00510	CDS	606				hypothetical protein
OHDNGLAN_00511	gene	288	rplY			
OHDNGLAN_00511	mRNA	288	rplY			
OHDNGLAN_00511	CDS	288	rplY		COG1825	50S ribosomal protein L25
OHDNGLAN_00512	gene	75				
OHDNGLAN_00512	mRNA	75				
OHDNGLAN_00512	tRNA	75				tRNA-Gln(ttg)
OHDNGLAN_00513	gene	75				
OHDNGLAN_00513	mRNA	75				
OHDNGLAN_00513	tRNA	75				tRNA-Gln(ttg)
OHDNGLAN_00514	gene	85				
OHDNGLAN_00514	mRNA	85				
OHDNGLAN_00514	tRNA	85				tRNA-Leu(tag)
OHDNGLAN_00515	gene	77				
OHDNGLAN_00515	mRNA	77				
OHDNGLAN_00515	tRNA	77				tRNA-Met(cat)
OHDNGLAN_00516	gene	366				
OHDNGLAN_00516	mRNA	366				
OHDNGLAN_00516	CDS	366				hypothetical protein
OHDNGLAN_00517	gene	1299	purA			
OHDNGLAN_00517	mRNA	1299	purA			
OHDNGLAN_00517	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
OHDNGLAN_00518	gene	828	dapD			
OHDNGLAN_00518	mRNA	828	dapD			
OHDNGLAN_00518	CDS	828	dapD	2.3.1.117		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
OHDNGLAN_00519	gene	1011	purR			
OHDNGLAN_00519	mRNA	1011	purR			
OHDNGLAN_00519	CDS	1011	purR		COG1609	HTH-type transcriptional repressor PurR
OHDNGLAN_00520	gene	2640	ppc			
OHDNGLAN_00520	mRNA	2640	ppc			
OHDNGLAN_00520	CDS	2640	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
OHDNGLAN_00521	gene	1413	ycjX			
OHDNGLAN_00521	mRNA	1413	ycjX			
OHDNGLAN_00521	CDS	1413	ycjX		COG3106	putative protein YcjX
OHDNGLAN_00522	gene	1695	sapA			
OHDNGLAN_00522	mRNA	1695	sapA			
OHDNGLAN_00522	CDS	1695	sapA		COG4166	Peptide transport periplasmic protein SapA
OHDNGLAN_00523	gene	966	sapB_1			
OHDNGLAN_00523	mRNA	966	sapB_1			
OHDNGLAN_00523	CDS	966	sapB_1		COG4168	Putrescine export system permease protein SapB
OHDNGLAN_00524	gene	888	sapC			
OHDNGLAN_00524	mRNA	888	sapC			
OHDNGLAN_00524	CDS	888	sapC		COG4171	Peptide transport system permease protein SapC
OHDNGLAN_00525	gene	1050	sapD			
OHDNGLAN_00525	mRNA	1050	sapD			
OHDNGLAN_00525	CDS	1050	sapD		COG4170	Peptide transport system ATP-binding protein SapD
OHDNGLAN_00526	gene	810	sapF			
OHDNGLAN_00526	mRNA	810	sapF			
OHDNGLAN_00526	CDS	810	sapF		COG4167	Peptide transport system ATP-binding protein SapF
OHDNGLAN_00527	gene	1017				
OHDNGLAN_00527	mRNA	1017				
OHDNGLAN_00527	CDS	1017				hypothetical protein
OHDNGLAN_00528	gene	231				
OHDNGLAN_00528	mRNA	231				
OHDNGLAN_00528	CDS	231				hypothetical protein
OHDNGLAN_00529	gene	810	truA			
OHDNGLAN_00529	mRNA	810	truA			
OHDNGLAN_00529	CDS	810	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
OHDNGLAN_00530	gene	1005	fbp			
OHDNGLAN_00530	mRNA	1005	fbp			
OHDNGLAN_00530	CDS	1005	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
OHDNGLAN_00531	gene	177	cmk_2			
OHDNGLAN_00531	mRNA	177	cmk_2			
OHDNGLAN_00531	CDS	177	cmk_2	2.7.4.25		Cytidylate kinase
OHDNGLAN_00532	gene	1599	lldP			
OHDNGLAN_00532	mRNA	1599	lldP			
OHDNGLAN_00532	CDS	1599	lldP		COG1620	L-lactate permease
OHDNGLAN_00533	gene	2757				
OHDNGLAN_00533	mRNA	2757				
OHDNGLAN_00533	CDS	2757			COG1629	putative TonB-dependent receptor
OHDNGLAN_00534	gene	690	mtnN			
OHDNGLAN_00534	mRNA	690	mtnN			
OHDNGLAN_00534	CDS	690	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
OHDNGLAN_00535	gene	708				
OHDNGLAN_00535	mRNA	708				
OHDNGLAN_00535	CDS	708				hypothetical protein
OHDNGLAN_00536	gene	1728	recJ			
OHDNGLAN_00536	mRNA	1728	recJ			
OHDNGLAN_00536	CDS	1728	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
OHDNGLAN_00537	gene	690	dsbC			
OHDNGLAN_00537	mRNA	690	dsbC			
OHDNGLAN_00537	CDS	690	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
OHDNGLAN_00538	gene	852	prfB			
OHDNGLAN_00538	mRNA	852	prfB			
OHDNGLAN_00538	CDS	852	prfB		COG1186	Peptide chain release factor RF2
OHDNGLAN_00539	gene	1509	lysU			
OHDNGLAN_00539	mRNA	1509	lysU			
OHDNGLAN_00539	CDS	1509	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
OHDNGLAN_00540	gene	936	mdh			
OHDNGLAN_00540	mRNA	936	mdh			
OHDNGLAN_00540	CDS	936	mdh	1.1.1.37	COG0039	Malate dehydrogenase
OHDNGLAN_00541	gene	456	argR			
OHDNGLAN_00541	mRNA	456	argR			
OHDNGLAN_00541	CDS	456	argR			Arginine repressor
OHDNGLAN_00542	gene	891				
OHDNGLAN_00542	mRNA	891				
OHDNGLAN_00542	CDS	891				Epimerase family protein
OHDNGLAN_00543	gene	1518	purF			
OHDNGLAN_00543	mRNA	1518	purF			
OHDNGLAN_00543	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
OHDNGLAN_00544	gene	492	cvpA			
OHDNGLAN_00544	mRNA	492	cvpA			
OHDNGLAN_00544	CDS	492	cvpA		COG1286	Colicin V production protein
OHDNGLAN_00545	gene	444				
OHDNGLAN_00545	mRNA	444				
OHDNGLAN_00545	CDS	444				hypothetical protein
OHDNGLAN_00546	gene	1206	ackA			
OHDNGLAN_00546	mRNA	1206	ackA			
OHDNGLAN_00546	CDS	1206	ackA	2.7.2.1	COG0282	Acetate kinase
OHDNGLAN_00547	gene	2136	pta			
OHDNGLAN_00547	mRNA	2136	pta			
OHDNGLAN_00547	CDS	2136	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
OHDNGLAN_00548	gene	504	mutS2			
OHDNGLAN_00548	mRNA	504	mutS2			
OHDNGLAN_00548	CDS	504	mutS2	3.1.-.-		Endonuclease MutS2
OHDNGLAN_00549	gene	945	prmB			
OHDNGLAN_00549	mRNA	945	prmB			
OHDNGLAN_00549	CDS	945	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
OHDNGLAN_00550	gene	972	cysB			
OHDNGLAN_00550	mRNA	972	cysB			
OHDNGLAN_00550	CDS	972	cysB			HTH-type transcriptional regulator CysB
OHDNGLAN_00551	gene	1074	rluB			
OHDNGLAN_00551	mRNA	1074	rluB			
OHDNGLAN_00551	CDS	1074	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
OHDNGLAN_00552	gene	624	yciO			
OHDNGLAN_00552	mRNA	624	yciO			
OHDNGLAN_00552	CDS	624	yciO		COG0009	putative protein YciO
OHDNGLAN_00553	gene	882	sucD			
OHDNGLAN_00553	mRNA	882	sucD			
OHDNGLAN_00553	CDS	882	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
OHDNGLAN_00554	gene	1170	sucC			
OHDNGLAN_00554	mRNA	1170	sucC			
OHDNGLAN_00554	CDS	1170	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
OHDNGLAN_00555	gene	1092	rlmM			
OHDNGLAN_00555	mRNA	1092	rlmM			
OHDNGLAN_00555	CDS	1092	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
OHDNGLAN_00556	gene	894	gcvA			
OHDNGLAN_00556	mRNA	894	gcvA			
OHDNGLAN_00556	CDS	894	gcvA			Glycine cleavage system transcriptional activator
OHDNGLAN_00557	gene	1032	ilvE			
OHDNGLAN_00557	mRNA	1032	ilvE			
OHDNGLAN_00557	CDS	1032	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
OHDNGLAN_00558	gene	144				
OHDNGLAN_00558	mRNA	144				
OHDNGLAN_00558	CDS	144				hypothetical protein
OHDNGLAN_00559	gene	684	queC			
OHDNGLAN_00559	mRNA	684	queC			
OHDNGLAN_00559	CDS	684	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
OHDNGLAN_00560	gene	426				
OHDNGLAN_00560	mRNA	426				
OHDNGLAN_00560	CDS	426				hypothetical protein
OHDNGLAN_00561	gene	630	queE			
OHDNGLAN_00561	mRNA	630	queE			
OHDNGLAN_00561	CDS	630	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
OHDNGLAN_00562	gene	378				
OHDNGLAN_00562	mRNA	378				
OHDNGLAN_00562	CDS	378				hypothetical protein
OHDNGLAN_00563	gene	2184	uvrD			
OHDNGLAN_00563	mRNA	2184	uvrD			
OHDNGLAN_00563	CDS	2184	uvrD	3.6.4.12	COG0210	DNA helicase II
OHDNGLAN_00564	gene	1002	dppB			
OHDNGLAN_00564	mRNA	1002	dppB			
OHDNGLAN_00564	CDS	1002	dppB		COG0601	Dipeptide transport system permease protein DppB
OHDNGLAN_00565	gene	888	dppC			
OHDNGLAN_00565	mRNA	888	dppC			
OHDNGLAN_00565	CDS	888	dppC		COG1173	Dipeptide transport system permease protein DppC
OHDNGLAN_00566	gene	993	dppD			
OHDNGLAN_00566	mRNA	993	dppD			
OHDNGLAN_00566	CDS	993	dppD		COG0444	Dipeptide transport ATP-binding protein DppD
OHDNGLAN_00567	gene	984	ddpF			
OHDNGLAN_00567	mRNA	984	ddpF			
OHDNGLAN_00567	CDS	984	ddpF		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
OHDNGLAN_00568	gene	918	ligA_1			
OHDNGLAN_00568	mRNA	918	ligA_1			
OHDNGLAN_00568	CDS	918	ligA_1	6.5.1.1		DNA ligase
OHDNGLAN_00569	gene	585	gmhA_2			
OHDNGLAN_00569	mRNA	585	gmhA_2			
OHDNGLAN_00569	CDS	585	gmhA_2	5.3.1.28	COG0279	Phosphoheptose isomerase
OHDNGLAN_00570	gene	732	artP			
OHDNGLAN_00570	mRNA	732	artP			
OHDNGLAN_00570	CDS	732	artP	3.6.3.-	COG4161	Arginine transport ATP-binding protein ArtP
OHDNGLAN_00571	gene	720	artI			
OHDNGLAN_00571	mRNA	720	artI			
OHDNGLAN_00571	CDS	720	artI		COG0834	ABC transporter arginine-binding protein
OHDNGLAN_00572	gene	666	artQ			
OHDNGLAN_00572	mRNA	666	artQ			
OHDNGLAN_00572	CDS	666	artQ		COG4215	Arginine ABC transporter permease protein ArtQ
OHDNGLAN_00573	gene	684	artM			
OHDNGLAN_00573	mRNA	684	artM			
OHDNGLAN_00573	CDS	684	artM		COG4160	Arginine ABC transporter permease protein ArtM
OHDNGLAN_00574	gene	420				
OHDNGLAN_00574	mRNA	420				
OHDNGLAN_00574	CDS	420				hypothetical protein
OHDNGLAN_00575	gene	513				
OHDNGLAN_00575	mRNA	513				
OHDNGLAN_00575	CDS	513			COG3637	putative protein
OHDNGLAN_00576	gene	477	sprT			
OHDNGLAN_00576	mRNA	477	sprT			
OHDNGLAN_00576	CDS	477	sprT			Protein SprT
OHDNGLAN_00577	gene	1155	metK			
OHDNGLAN_00577	mRNA	1155	metK			
OHDNGLAN_00577	CDS	1155	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
OHDNGLAN_00578	gene	582	trpG_2			
OHDNGLAN_00578	mRNA	582	trpG_2			
OHDNGLAN_00578	CDS	582	trpG_2	4.1.3.27	COG0512	Anthranilate synthase component 2
OHDNGLAN_00579	gene	987	menF_1			
OHDNGLAN_00579	mRNA	987	menF_1			
OHDNGLAN_00579	CDS	987	menF_1	5.4.4.2		Isochorismate synthase MenF
OHDNGLAN_00580	gene	567				
OHDNGLAN_00580	mRNA	567				
OHDNGLAN_00580	CDS	567				hypothetical protein
OHDNGLAN_00581	gene	345				
OHDNGLAN_00581	mRNA	345				
OHDNGLAN_00581	CDS	345				hypothetical protein
OHDNGLAN_00582	gene	1089	serC			
OHDNGLAN_00582	mRNA	1089	serC			
OHDNGLAN_00582	CDS	1089	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
OHDNGLAN_00583	gene	1101	hisC_1			
OHDNGLAN_00583	mRNA	1101	hisC_1			
OHDNGLAN_00583	CDS	1101	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
OHDNGLAN_00584	gene	324	grxD			
OHDNGLAN_00584	mRNA	324	grxD			
OHDNGLAN_00584	CDS	324	grxD		COG0278	Glutaredoxin 4
OHDNGLAN_00585	gene	1080	ompA			
OHDNGLAN_00585	mRNA	1080	ompA			
OHDNGLAN_00585	CDS	1080	ompA			Outer membrane protein P5
OHDNGLAN_00586	gene	3081				
OHDNGLAN_00586	mRNA	3081				
OHDNGLAN_00586	CDS	3081			COG0247	putative protein
OHDNGLAN_00587	gene	402				
OHDNGLAN_00587	mRNA	402				
OHDNGLAN_00587	CDS	402			COG2852	putative protein
OHDNGLAN_00588	gene	600				
OHDNGLAN_00588	mRNA	600				
OHDNGLAN_00588	CDS	600				hypothetical protein
OHDNGLAN_00589	gene	417				
OHDNGLAN_00589	mRNA	417				
OHDNGLAN_00589	CDS	417		3.1.2.-	COG2050	Putative esterase
OHDNGLAN_00590	gene	972	hemH			
OHDNGLAN_00590	mRNA	972	hemH			
OHDNGLAN_00590	CDS	972	hemH	4.99.1.1	COG0276	Ferrochelatase
OHDNGLAN_00591	gene	858				
OHDNGLAN_00591	mRNA	858				
OHDNGLAN_00591	CDS	858				hypothetical protein
OHDNGLAN_00592	gene	957	trxB			
OHDNGLAN_00592	mRNA	957	trxB			
OHDNGLAN_00592	CDS	957	trxB	1.8.1.9	COG0492	Thioredoxin reductase
OHDNGLAN_00593	gene	1761	cydD_1			
OHDNGLAN_00593	mRNA	1761	cydD_1			
OHDNGLAN_00593	CDS	1761	cydD_1		COG4988	ATP-binding/permease protein CydD
OHDNGLAN_00594	gene	1728				
OHDNGLAN_00594	mRNA	1728				
OHDNGLAN_00594	CDS	1728			COG1132	putative ABC transporter ATP-binding/permease protein
OHDNGLAN_00595	gene	468	nrdG			
OHDNGLAN_00595	mRNA	468	nrdG			
OHDNGLAN_00595	CDS	468	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
OHDNGLAN_00596	gene	1323	tcyP			
OHDNGLAN_00596	mRNA	1323	tcyP			
OHDNGLAN_00596	CDS	1323	tcyP		COG1823	L-cystine uptake protein TcyP
OHDNGLAN_00597	gene	540	hpt			
OHDNGLAN_00597	mRNA	540	hpt			
OHDNGLAN_00597	CDS	540	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
OHDNGLAN_00598	gene	1356	pmbA			
OHDNGLAN_00598	mRNA	1356	pmbA			
OHDNGLAN_00598	CDS	1356	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
OHDNGLAN_00599	gene	537				
OHDNGLAN_00599	mRNA	537				
OHDNGLAN_00599	CDS	537				hypothetical protein
OHDNGLAN_00600	gene	615	lptC			
OHDNGLAN_00600	mRNA	615	lptC			
OHDNGLAN_00600	CDS	615	lptC		COG3117	Lipopolysaccharide export system protein LptC
OHDNGLAN_00601	gene	480	lptA			
OHDNGLAN_00601	mRNA	480	lptA			
OHDNGLAN_00601	CDS	480	lptA		COG1934	Lipopolysaccharide export system protein LptA
OHDNGLAN_00602	gene	726	lptB			
OHDNGLAN_00602	mRNA	726	lptB			
OHDNGLAN_00602	CDS	726	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
OHDNGLAN_00603	gene	495	ptsN			
OHDNGLAN_00603	mRNA	495	ptsN			
OHDNGLAN_00603	CDS	495	ptsN		COG1762	Nitrogen regulatory protein
OHDNGLAN_00604	gene	858	rapZ			
OHDNGLAN_00604	mRNA	858	rapZ			
OHDNGLAN_00604	CDS	858	rapZ		COG1660	RNase adapter protein RapZ
OHDNGLAN_00605	gene	1158	pheA			
OHDNGLAN_00605	mRNA	1158	pheA			
OHDNGLAN_00605	CDS	1158	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
OHDNGLAN_00606	gene	918	lpxC			
OHDNGLAN_00606	mRNA	918	lpxC			
OHDNGLAN_00606	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
OHDNGLAN_00607	gene	1266	ftsZ			
OHDNGLAN_00607	mRNA	1266	ftsZ			
OHDNGLAN_00607	CDS	1266	ftsZ			Cell division protein FtsZ
OHDNGLAN_00608	gene	1278	ftsA			
OHDNGLAN_00608	mRNA	1278	ftsA			
OHDNGLAN_00608	CDS	1278	ftsA		COG0849	Cell division protein FtsA
OHDNGLAN_00609	gene	765	ftsQ			
OHDNGLAN_00609	mRNA	765	ftsQ			
OHDNGLAN_00609	CDS	765	ftsQ		COG1589	Cell division protein FtsQ
OHDNGLAN_00610	gene	921	ddlB			
OHDNGLAN_00610	mRNA	921	ddlB			
OHDNGLAN_00610	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
OHDNGLAN_00611	gene	1428	murC			
OHDNGLAN_00611	mRNA	1428	murC			
OHDNGLAN_00611	CDS	1428	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
OHDNGLAN_00612	gene	1056	murG			
OHDNGLAN_00612	mRNA	1056	murG			
OHDNGLAN_00612	CDS	1056	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
OHDNGLAN_00613	gene	1185	ftsW			
OHDNGLAN_00613	mRNA	1185	ftsW			
OHDNGLAN_00613	CDS	1185	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
OHDNGLAN_00614	gene	1314	murD			
OHDNGLAN_00614	mRNA	1314	murD			
OHDNGLAN_00614	CDS	1314	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
OHDNGLAN_00615	gene	1083	mraY			
OHDNGLAN_00615	mRNA	1083	mraY			
OHDNGLAN_00615	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
OHDNGLAN_00616	gene	1374	murF			
OHDNGLAN_00616	mRNA	1374	murF			
OHDNGLAN_00616	CDS	1374	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
OHDNGLAN_00617	gene	1467	murE			
OHDNGLAN_00617	mRNA	1467	murE			
OHDNGLAN_00617	CDS	1467	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
OHDNGLAN_00618	gene	1833	ftsI			
OHDNGLAN_00618	mRNA	1833	ftsI			
OHDNGLAN_00618	CDS	1833	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
OHDNGLAN_00619	gene	324	ftsL			
OHDNGLAN_00619	mRNA	324	ftsL			
OHDNGLAN_00619	CDS	324	ftsL		COG3116	Cell division protein FtsL
OHDNGLAN_00620	gene	966	rsmH			
OHDNGLAN_00620	mRNA	966	rsmH			
OHDNGLAN_00620	CDS	966	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
OHDNGLAN_00621	gene	456	mraZ			
OHDNGLAN_00621	mRNA	456	mraZ			
OHDNGLAN_00621	CDS	456	mraZ		COG2001	Transcriptional regulator MraZ
OHDNGLAN_00622	gene	1587	cstA			
